AD_num,reported,candidate,party,votes,scrape_time
AD   23,99.00%,Lynn C. Schulman,(Democratic),188,2025-11-06_10:54:20.393813
AD   23,99.00%,Jonathan Rinaldi,(Republican),51,2025-11-06_10:54:20.393813
AD   23,99.00%,WRITE-IN,,1,2025-11-06_10:54:20.393813
AD   24,97.14%,Lynn C. Schulman,(Democratic),4579,2025-11-06_10:54:20.393813
AD   24,97.14%,Jonathan Rinaldi,(Republican),1414,2025-11-06_10:54:20.393813
AD   24,97.14%,WRITE-IN,,19,2025-11-06_10:54:20.393813
AD   27,86.96%,Lynn C. Schulman,(Democratic),1558,2025-11-06_10:54:20.393813
AD   27,86.96%,Jonathan Rinaldi,(Republican),522,2025-11-06_10:54:20.393813
AD   27,86.96%,WRITE-IN,,9,2025-11-06_10:54:20.393813
AD   28,99.00%,Lynn C. Schulman,(Democratic),16725,2025-11-06_10:54:20.393813
AD   28,99.00%,Jonathan Rinaldi,(Republican),6588,2025-11-06_10:54:20.393813
AD   28,99.00%,WRITE-IN,,99,2025-11-06_10:54:20.393813
AD   32,80.00%,Lynn C. Schulman,(Democratic),0,2025-11-06_10:54:20.393813
AD   32,80.00%,Jonathan Rinaldi,(Republican),0,2025-11-06_10:54:20.393813
AD   32,80.00%,WRITE-IN,,0,2025-11-06_10:54:20.393813
AD   35,99.00%,Lynn C. Schulman,(Democratic),685,2025-11-06_10:54:20.393813
AD   35,99.00%,Jonathan Rinaldi,(Republican),528,2025-11-06_10:54:20.393813
AD   35,99.00%,WRITE-IN,,1,2025-11-06_10:54:20.393813
AD   38,95.65%,Lynn C. Schulman,(Democratic),2712,2025-11-06_10:54:20.393813
AD   38,95.65%,Jonathan Rinaldi,(Republican),960,2025-11-06_10:54:20.393813
AD   38,95.65%,WRITE-IN,,12,2025-11-06_10:54:20.393813
Total,,Lynn C. Schulman,(Democratic),26447,2025-11-06_10:54:20.393813
Total,,Jonathan Rinaldi,(Republican),10063,2025-11-06_10:54:20.393813
Total,,WRITE-IN,,141,2025-11-06_10:54:20.393813
