boro,reported,candidate,party,votes,scrape_time
Bronx,97.98%,Lauvienska E. Polanco,(Democratic),77079,2025-11-05_01:52:45.027823
Bronx,97.98%,WRITE-IN,,834,2025-11-05_01:52:45.027823
Total,,Lauvienska E. Polanco,(Democratic),77079,2025-11-05_01:52:45.027823
Total,,WRITE-IN,,834,2025-11-05_01:52:45.027823
