AD_num,reported,candidate,party,votes,scrape_time
AD   23,97.98%,YES,,14507,2025-11-05_01:53:11.043126
AD   23,97.98%,NO,,16067,2025-11-05_01:53:11.043126
AD   24,97.98%,YES,,15831,2025-11-05_01:53:11.043126
AD   24,97.98%,NO,,6824,2025-11-05_01:53:11.043126
AD   25,97.98%,YES,,12850,2025-11-05_01:53:11.043126
AD   25,97.98%,NO,,7534,2025-11-05_01:53:11.043126
AD   26,97.98%,YES,,19235,2025-11-05_01:53:11.043126
AD   26,97.98%,NO,,12367,2025-11-05_01:53:11.043126
AD   27,97.98%,YES,,12569,2025-11-05_01:53:11.043126
AD   27,97.98%,NO,,10783,2025-11-05_01:53:11.043126
AD   28,97.98%,YES,,23341,2025-11-05_01:53:11.043126
AD   28,97.98%,NO,,11177,2025-11-05_01:53:11.043126
AD   29,97.98%,YES,,16841,2025-11-05_01:53:11.043126
AD   29,97.98%,NO,,5829,2025-11-05_01:53:11.043126
AD   30,97.98%,YES,,14468,2025-11-05_01:53:11.043126
AD   30,97.98%,NO,,4806,2025-11-05_01:53:11.043126
AD   31,97.98%,YES,,11248,2025-11-05_01:53:11.043126
AD   31,97.98%,NO,,4205,2025-11-05_01:53:11.043126
AD   32,97.98%,YES,,14309,2025-11-05_01:53:11.043126
AD   32,97.98%,NO,,5141,2025-11-05_01:53:11.043126
AD   33,97.98%,YES,,18534,2025-11-05_01:53:11.043126
AD   33,97.98%,NO,,7197,2025-11-05_01:53:11.043126
AD   34,97.98%,YES,,17793,2025-11-05_01:53:11.043126
AD   34,97.98%,NO,,5507,2025-11-05_01:53:11.043126
AD   35,97.98%,YES,,10518,2025-11-05_01:53:11.043126
AD   35,97.98%,NO,,4389,2025-11-05_01:53:11.043126
AD   36,97.98%,YES,,27209,2025-11-05_01:53:11.043126
AD   36,97.98%,NO,,5718,2025-11-05_01:53:11.043126
AD   37,97.98%,YES,,25528,2025-11-05_01:53:11.043126
AD   37,97.98%,NO,,6802,2025-11-05_01:53:11.043126
AD   38,97.98%,YES,,14566,2025-11-05_01:53:11.043126
AD   38,97.98%,NO,,5766,2025-11-05_01:53:11.043126
AD   39,97.98%,YES,,13368,2025-11-05_01:53:11.043126
AD   39,97.98%,NO,,4577,2025-11-05_01:53:11.043126
AD   40,97.98%,YES,,9423,2025-11-05_01:53:11.043126
AD   40,97.98%,NO,,4841,2025-11-05_01:53:11.043126
AD   41,97.98%,YES,,13631,2025-11-05_01:53:11.043126
AD   41,97.98%,NO,,12179,2025-11-05_01:53:11.043126
AD   42,97.98%,YES,,19171,2025-11-05_01:53:11.043126
AD   42,97.98%,NO,,7529,2025-11-05_01:53:11.043126
AD   43,97.98%,YES,,24359,2025-11-05_01:53:11.043126
AD   43,97.98%,NO,,9627,2025-11-05_01:53:11.043126
AD   44,97.98%,YES,,38690,2025-11-05_01:53:11.043126
AD   44,97.98%,NO,,7531,2025-11-05_01:53:11.043126
AD   45,97.98%,YES,,8448,2025-11-05_01:53:11.043126
AD   45,97.98%,NO,,11934,2025-11-05_01:53:11.043126
AD   46,97.98%,YES,,16216,2025-11-05_01:53:11.043126
AD   46,97.98%,NO,,9698,2025-11-05_01:53:11.043126
AD   47,97.98%,YES,,9079,2025-11-05_01:53:11.043126
AD   47,97.98%,NO,,5924,2025-11-05_01:53:11.043126
AD   48,97.98%,YES,,6696,2025-11-05_01:53:11.043126
AD   48,97.98%,NO,,13928,2025-11-05_01:53:11.043126
AD   49,97.98%,YES,,7273,2025-11-05_01:53:11.043126
AD   49,97.98%,NO,,4573,2025-11-05_01:53:11.043126
AD   50,97.98%,YES,,29681,2025-11-05_01:53:11.043126
AD   50,97.98%,NO,,4978,2025-11-05_01:53:11.043126
AD   51,97.98%,YES,,16664,2025-11-05_01:53:11.043126
AD   51,97.98%,NO,,4330,2025-11-05_01:53:11.043126
AD   52,97.98%,YES,,49421,2025-11-05_01:53:11.043126
AD   52,97.98%,NO,,5706,2025-11-05_01:53:11.043126
AD   53,97.98%,YES,,26726,2025-11-05_01:53:11.043126
AD   53,97.98%,NO,,4782,2025-11-05_01:53:11.043126
AD   54,97.98%,YES,,13861,2025-11-05_01:53:11.043126
AD   54,97.98%,NO,,3671,2025-11-05_01:53:11.043126
AD   55,97.98%,YES,,12642,2025-11-05_01:53:11.043126
AD   55,97.98%,NO,,4318,2025-11-05_01:53:11.043126
AD   56,97.98%,YES,,25777,2025-11-05_01:53:11.043126
AD   56,97.98%,NO,,6501,2025-11-05_01:53:11.043126
AD   57,97.98%,YES,,34981,2025-11-05_01:53:11.043126
AD   57,97.98%,NO,,6031,2025-11-05_01:53:11.043126
AD   58,97.98%,YES,,13983,2025-11-05_01:53:11.043126
AD   58,97.98%,NO,,5161,2025-11-05_01:53:11.043126
AD   59,97.98%,YES,,14101,2025-11-05_01:53:11.043126
AD   59,97.98%,NO,,9341,2025-11-05_01:53:11.043126
AD   60,97.98%,YES,,11473,2025-11-05_01:53:11.043126
AD   60,97.98%,NO,,5001,2025-11-05_01:53:11.043126
AD   61,97.98%,YES,,18532,2025-11-05_01:53:11.043126
AD   61,97.98%,NO,,9522,2025-11-05_01:53:11.043126
AD   62,97.98%,YES,,16608,2025-11-05_01:53:11.043126
AD   62,97.98%,NO,,27660,2025-11-05_01:53:11.043126
AD   63,97.98%,YES,,17123,2025-11-05_01:53:11.043126
AD   63,97.98%,NO,,16058,2025-11-05_01:53:11.043126
AD   64,97.98%,YES,,17596,2025-11-05_01:53:11.043126
AD   64,97.98%,NO,,17730,2025-11-05_01:53:11.043126
AD   65,97.98%,YES,,24340,2025-11-05_01:53:11.043126
AD   65,97.98%,NO,,5708,2025-11-05_01:53:11.043126
AD   66,97.98%,YES,,39198,2025-11-05_01:53:11.043126
AD   66,97.98%,NO,,5946,2025-11-05_01:53:11.043126
AD   67,97.98%,YES,,40236,2025-11-05_01:53:11.043126
AD   67,97.98%,NO,,6228,2025-11-05_01:53:11.043126
AD   68,97.98%,YES,,22061,2025-11-05_01:53:11.043126
AD   68,97.98%,NO,,5509,2025-11-05_01:53:11.043126
AD   69,97.98%,YES,,38166,2025-11-05_01:53:11.043126
AD   69,97.98%,NO,,6189,2025-11-05_01:53:11.043126
AD   70,97.98%,YES,,26016,2025-11-05_01:53:11.043126
AD   70,97.98%,NO,,6328,2025-11-05_01:53:11.043126
AD   71,97.98%,YES,,25473,2025-11-05_01:53:11.043126
AD   71,97.98%,NO,,5854,2025-11-05_01:53:11.043126
AD   72,97.98%,YES,,16714,2025-11-05_01:53:11.043126
AD   72,97.98%,NO,,4476,2025-11-05_01:53:11.043126
AD   73,97.98%,YES,,40535,2025-11-05_01:53:11.043126
AD   73,97.98%,NO,,7269,2025-11-05_01:53:11.043126
AD   74,97.98%,YES,,34548,2025-11-05_01:53:11.043126
AD   74,97.98%,NO,,6286,2025-11-05_01:53:11.043126
AD   75,97.98%,YES,,33765,2025-11-05_01:53:11.043126
AD   75,97.98%,NO,,5804,2025-11-05_01:53:11.043126
AD   76,97.98%,YES,,42105,2025-11-05_01:53:11.043126
AD   76,97.98%,NO,,7416,2025-11-05_01:53:11.043126
AD   77,97.98%,YES,,9779,2025-11-05_01:53:11.043126
AD   77,97.98%,NO,,3016,2025-11-05_01:53:11.043126
AD   78,97.98%,YES,,9593,2025-11-05_01:53:11.043126
AD   78,97.98%,NO,,3110,2025-11-05_01:53:11.043126
AD   79,97.98%,YES,,10075,2025-11-05_01:53:11.043126
AD   79,97.98%,NO,,3261,2025-11-05_01:53:11.043126
AD   80,97.98%,YES,,13666,2025-11-05_01:53:11.043126
AD   80,97.98%,NO,,5180,2025-11-05_01:53:11.043126
AD   81,97.98%,YES,,20914,2025-11-05_01:53:11.043126
AD   81,97.98%,NO,,6678,2025-11-05_01:53:11.043126
AD   82,97.98%,YES,,18303,2025-11-05_01:53:11.043126
AD   82,97.98%,NO,,10392,2025-11-05_01:53:11.043126
AD   83,97.98%,YES,,11940,2025-11-05_01:53:11.043126
AD   83,97.98%,NO,,3725,2025-11-05_01:53:11.043126
AD   84,97.98%,YES,,10927,2025-11-05_01:53:11.043126
AD   84,97.98%,NO,,3428,2025-11-05_01:53:11.043126
AD   85,97.98%,YES,,10492,2025-11-05_01:53:11.043126
AD   85,97.98%,NO,,3681,2025-11-05_01:53:11.043126
AD   86,97.98%,YES,,8367,2025-11-05_01:53:11.043126
AD   86,97.98%,NO,,2490,2025-11-05_01:53:11.043126
AD   87,97.98%,YES,,13083,2025-11-05_01:53:11.043126
AD   87,97.98%,NO,,4461,2025-11-05_01:53:11.043126
Total,,YES,,1275166,2025-11-05_01:53:11.043126
Total,,NO,,465678,2025-11-05_01:53:11.043126
