ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED   71,0.00%,Brad Hoylman-Sigal,(Democratic),-,AD 37,2025-11-04_22:10:24.612629
ED   71,0.00%,Seson Adams,(Republican),-,AD 37,2025-11-04_22:10:24.612629
ED   71,0.00%,Brad Hoylman-Sigal,(Working Families),-,AD 37,2025-11-04_22:10:24.612629
ED   71,0.00%,Rolando Gomez,(The Unity ),-,AD 37,2025-11-04_22:10:24.612629
ED   71,0.00%,WRITE-IN,&nbsp,-,AD 37,2025-11-04_22:10:24.612629
Total,,Brad Hoylman-Sigal,(Democratic),-,AD 37,2025-11-04_22:10:24.612629
Total,,Seson Adams,(Republican),-,AD 37,2025-11-04_22:10:24.612629
Total,,Brad Hoylman-Sigal,(Working Families),-,AD 37,2025-11-04_22:10:24.612629
Total,,Rolando Gomez,(The Unity ),-,AD 37,2025-11-04_22:10:24.612629
Total,,WRITE-IN,&nbsp,-,AD 37,2025-11-04_22:10:24.612629
ED   60,0.00%,Brad Hoylman-Sigal,(Democratic),363,AD 61,2025-11-04_22:10:24.612629
ED   60,0.00%,Seson Adams,(Republican),143,AD 61,2025-11-04_22:10:24.612629
ED   60,0.00%,Brad Hoylman-Sigal,(Working Families),45,AD 61,2025-11-04_22:10:24.612629
ED   60,0.00%,Rolando Gomez,(The Unity ),7,AD 61,2025-11-04_22:10:24.612629
ED   60,0.00%,WRITE-IN,&nbsp,1,AD 61,2025-11-04_22:10:24.612629
ED   61,0.00%,Brad Hoylman-Sigal,(Democratic),519,AD 61,2025-11-04_22:10:24.612629
ED   61,0.00%,Seson Adams,(Republican),263,AD 61,2025-11-04_22:10:24.612629
ED   61,0.00%,Brad Hoylman-Sigal,(Working Families),61,AD 61,2025-11-04_22:10:24.612629
ED   61,0.00%,Rolando Gomez,(The Unity ),11,AD 61,2025-11-04_22:10:24.612629
ED   61,0.00%,WRITE-IN,&nbsp,3,AD 61,2025-11-04_22:10:24.612629
ED   62,0.00%,Brad Hoylman-Sigal,(Democratic),420,AD 61,2025-11-04_22:10:24.612629
ED   62,0.00%,Seson Adams,(Republican),240,AD 61,2025-11-04_22:10:24.612629
ED   62,0.00%,Brad Hoylman-Sigal,(Working Families),48,AD 61,2025-11-04_22:10:24.612629
ED   62,0.00%,Rolando Gomez,(The Unity ),8,AD 61,2025-11-04_22:10:24.612629
ED   62,0.00%,WRITE-IN,&nbsp,3,AD 61,2025-11-04_22:10:24.612629
ED   63,0.00%,Brad Hoylman-Sigal,(Democratic),526,AD 61,2025-11-04_22:10:24.612629
ED   63,0.00%,Seson Adams,(Republican),291,AD 61,2025-11-04_22:10:24.612629
ED   63,0.00%,Brad Hoylman-Sigal,(Working Families),34,AD 61,2025-11-04_22:10:24.612629
ED   63,0.00%,Rolando Gomez,(The Unity ),20,AD 61,2025-11-04_22:10:24.612629
ED   63,0.00%,WRITE-IN,&nbsp,-,AD 61,2025-11-04_22:10:24.612629
ED   64,0.00%,Brad Hoylman-Sigal,(Democratic),306,AD 61,2025-11-04_22:10:24.612629
ED   64,0.00%,Seson Adams,(Republican),133,AD 61,2025-11-04_22:10:24.612629
ED   64,0.00%,Brad Hoylman-Sigal,(Working Families),30,AD 61,2025-11-04_22:10:24.612629
ED   64,0.00%,Rolando Gomez,(The Unity ),4,AD 61,2025-11-04_22:10:24.612629
ED   64,0.00%,WRITE-IN,&nbsp,-,AD 61,2025-11-04_22:10:24.612629
ED   65,0.00%,Brad Hoylman-Sigal,(Democratic),486,AD 61,2025-11-04_22:10:24.612629
ED   65,0.00%,Seson Adams,(Republican),271,AD 61,2025-11-04_22:10:24.612629
ED   65,0.00%,Brad Hoylman-Sigal,(Working Families),34,AD 61,2025-11-04_22:10:24.612629
ED   65,0.00%,Rolando Gomez,(The Unity ),16,AD 61,2025-11-04_22:10:24.612629
ED   65,0.00%,WRITE-IN,&nbsp,1,AD 61,2025-11-04_22:10:24.612629
ED   66,0.00%,Brad Hoylman-Sigal,(Democratic),427,AD 61,2025-11-04_22:10:24.612629
ED   66,0.00%,Seson Adams,(Republican),300,AD 61,2025-11-04_22:10:24.612629
ED   66,0.00%,Brad Hoylman-Sigal,(Working Families),26,AD 61,2025-11-04_22:10:24.612629
ED   66,0.00%,Rolando Gomez,(The Unity ),6,AD 61,2025-11-04_22:10:24.612629
ED   66,0.00%,WRITE-IN,&nbsp,1,AD 61,2025-11-04_22:10:24.612629
ED   67,0.00%,Brad Hoylman-Sigal,(Democratic),451,AD 61,2025-11-04_22:10:24.612629
ED   67,0.00%,Seson Adams,(Republican),205,AD 61,2025-11-04_22:10:24.612629
ED   67,0.00%,Brad Hoylman-Sigal,(Working Families),60,AD 61,2025-11-04_22:10:24.612629
ED   67,0.00%,Rolando Gomez,(The Unity ),6,AD 61,2025-11-04_22:10:24.612629
ED   67,0.00%,WRITE-IN,&nbsp,3,AD 61,2025-11-04_22:10:24.612629
ED   68,0.00%,Brad Hoylman-Sigal,(Democratic),528,AD 61,2025-11-04_22:10:24.612629
ED   68,0.00%,Seson Adams,(Republican),232,AD 61,2025-11-04_22:10:24.612629
ED   68,0.00%,Brad Hoylman-Sigal,(Working Families),75,AD 61,2025-11-04_22:10:24.612629
ED   68,0.00%,Rolando Gomez,(The Unity ),16,AD 61,2025-11-04_22:10:24.612629
ED   68,0.00%,WRITE-IN,&nbsp,2,AD 61,2025-11-04_22:10:24.612629
ED   69,0.00%,Brad Hoylman-Sigal,(Democratic),-,AD 61,2025-11-04_22:10:24.612629
ED   69,0.00%,Seson Adams,(Republican),-,AD 61,2025-11-04_22:10:24.612629
ED   69,0.00%,Brad Hoylman-Sigal,(Working Families),-,AD 61,2025-11-04_22:10:24.612629
ED   69,0.00%,Rolando Gomez,(The Unity ),-,AD 61,2025-11-04_22:10:24.612629
ED   69,0.00%,WRITE-IN,&nbsp,-,AD 61,2025-11-04_22:10:24.612629
ED   70,0.00%,Brad Hoylman-Sigal,(Democratic),-,AD 61,2025-11-04_22:10:24.612629
ED   70,0.00%,Seson Adams,(Republican),-,AD 61,2025-11-04_22:10:24.612629
ED   70,0.00%,Brad Hoylman-Sigal,(Working Families),-,AD 61,2025-11-04_22:10:24.612629
ED   70,0.00%,Rolando Gomez,(The Unity ),-,AD 61,2025-11-04_22:10:24.612629
ED   70,0.00%,WRITE-IN,&nbsp,-,AD 61,2025-11-04_22:10:24.612629
ED   71,0.00%,Brad Hoylman-Sigal,(Democratic),-,AD 61,2025-11-04_22:10:24.612629
ED   71,0.00%,Seson Adams,(Republican),-,AD 61,2025-11-04_22:10:24.612629
ED   71,0.00%,Brad Hoylman-Sigal,(Working Families),-,AD 61,2025-11-04_22:10:24.612629
ED   71,0.00%,Rolando Gomez,(The Unity ),-,AD 61,2025-11-04_22:10:24.612629
ED   71,0.00%,WRITE-IN,&nbsp,-,AD 61,2025-11-04_22:10:24.612629
ED   72,0.00%,Brad Hoylman-Sigal,(Democratic),-,AD 61,2025-11-04_22:10:24.612629
ED   72,0.00%,Seson Adams,(Republican),-,AD 61,2025-11-04_22:10:24.612629
ED   72,0.00%,Brad Hoylman-Sigal,(Working Families),-,AD 61,2025-11-04_22:10:24.612629
ED   72,0.00%,Rolando Gomez,(The Unity ),-,AD 61,2025-11-04_22:10:24.612629
ED   72,0.00%,WRITE-IN,&nbsp,-,AD 61,2025-11-04_22:10:24.612629
ED   73,0.00%,Brad Hoylman-Sigal,(Democratic),-,AD 61,2025-11-04_22:10:24.612629
ED   73,0.00%,Seson Adams,(Republican),-,AD 61,2025-11-04_22:10:24.612629
