boro,reported,candidate,party,votes,scrape_time
Queens,89.02%,Jennifer A. Tubridy,(Democratic),10666,2025-11-06_10:54:43.613479
Queens,89.02%,Jennifer A. Tubridy,(Republican),10560,2025-11-06_10:54:43.613479
Queens,89.02%,WRITE-IN,,109,2025-11-06_10:54:43.613479
Total,,Jennifer A. Tubridy,(Democratic),10666,2025-11-06_10:54:43.613479
Total,,Jennifer A. Tubridy,(Republican),10560,2025-11-06_10:54:43.613479
Total,,WRITE-IN,,109,2025-11-06_10:54:43.613479
