boro,reported,candidate,party,votes,scrape_time
Queens,94.96%,James F. Gennaro,(Democratic),27762,2025-11-06_10:54:17.156898
Queens,94.96%,WRITE-IN,,481,2025-11-06_10:54:17.156898
Total,,James F. Gennaro,(Democratic),27762,2025-11-06_10:54:17.156898
Total,,WRITE-IN,,481,2025-11-06_10:54:17.156898
