AD_num,reported,candidate,party,votes,scrape_time
AD   45,93.33%,Kayla Santosuosso,(Democratic),898,2025-11-06_10:54:31.484272
AD   45,93.33%,George Sarantopoulos,(Republican),1065,2025-11-06_10:54:31.484272
AD   45,93.33%,George Sarantopoulos,(Conservative),101,2025-11-06_10:54:31.484272
AD   45,93.33%,Kayla Santosuosso,(Working Families),115,2025-11-06_10:54:31.484272
AD   45,93.33%,WRITE-IN,,6,2025-11-06_10:54:31.484272
AD   46,98.85%,Kayla Santosuosso,(Democratic),10905,2025-11-06_10:54:31.484272
AD   46,98.85%,George Sarantopoulos,(Republican),7574,2025-11-06_10:54:31.484272
AD   46,98.85%,George Sarantopoulos,(Conservative),767,2025-11-06_10:54:31.484272
AD   46,98.85%,Kayla Santosuosso,(Working Families),1939,2025-11-06_10:54:31.484272
AD   46,98.85%,WRITE-IN,,36,2025-11-06_10:54:31.484272
AD   47,99.00%,Kayla Santosuosso,(Democratic),1522,2025-11-06_10:54:31.484272
AD   47,99.00%,George Sarantopoulos,(Republican),1519,2025-11-06_10:54:31.484272
AD   47,99.00%,George Sarantopoulos,(Conservative),139,2025-11-06_10:54:31.484272
AD   47,99.00%,Kayla Santosuosso,(Working Families),226,2025-11-06_10:54:31.484272
AD   47,99.00%,WRITE-IN,,23,2025-11-06_10:54:31.484272
AD   49,99.00%,Kayla Santosuosso,(Democratic),47,2025-11-06_10:54:31.484272
AD   49,99.00%,George Sarantopoulos,(Republican),127,2025-11-06_10:54:31.484272
AD   49,99.00%,George Sarantopoulos,(Conservative),14,2025-11-06_10:54:31.484272
AD   49,99.00%,Kayla Santosuosso,(Working Families),8,2025-11-06_10:54:31.484272
AD   49,99.00%,WRITE-IN,,0,2025-11-06_10:54:31.484272
AD   51,99.00%,Kayla Santosuosso,(Democratic),867,2025-11-06_10:54:31.484272
AD   51,99.00%,George Sarantopoulos,(Republican),511,2025-11-06_10:54:31.484272
AD   51,99.00%,George Sarantopoulos,(Conservative),61,2025-11-06_10:54:31.484272
AD   51,99.00%,Kayla Santosuosso,(Working Families),191,2025-11-06_10:54:31.484272
AD   51,99.00%,WRITE-IN,,1,2025-11-06_10:54:31.484272
AD   61,99.00%,Kayla Santosuosso,(Democratic),0,2025-11-06_10:54:31.484272
AD   61,99.00%,George Sarantopoulos,(Republican),0,2025-11-06_10:54:31.484272
AD   61,99.00%,George Sarantopoulos,(Conservative),0,2025-11-06_10:54:31.484272
AD   61,99.00%,Kayla Santosuosso,(Working Families),0,2025-11-06_10:54:31.484272
AD   61,99.00%,WRITE-IN,,0,2025-11-06_10:54:31.484272
AD   64,99.00%,Kayla Santosuosso,(Democratic),4104,2025-11-06_10:54:31.484272
AD   64,99.00%,George Sarantopoulos,(Republican),2584,2025-11-06_10:54:31.484272
AD   64,99.00%,George Sarantopoulos,(Conservative),320,2025-11-06_10:54:31.484272
AD   64,99.00%,Kayla Santosuosso,(Working Families),843,2025-11-06_10:54:31.484272
AD   64,99.00%,WRITE-IN,,14,2025-11-06_10:54:31.484272
Total,,Kayla Santosuosso,(Democratic),18343,2025-11-06_10:54:31.484272
Total,,George Sarantopoulos,(Republican),13380,2025-11-06_10:54:31.484272
Total,,George Sarantopoulos,(Conservative),1402,2025-11-06_10:54:31.484272
Total,,Kayla Santosuosso,(Working Families),3322,2025-11-06_10:54:31.484272
Total,,WRITE-IN,,80,2025-11-06_10:54:31.484272
