boro,reported,candidate,party,votes,scrape_time
Kings,93.63%,Rita C. Joseph,(Democratic),29320,2025-11-06_10:54:27.090547
Kings,93.63%,Rita C. Joseph,(Working Families),9758,2025-11-06_10:54:27.090547
Kings,93.63%,WRITE-IN,,291,2025-11-06_10:54:27.090547
Total,,Rita C. Joseph,(Democratic),29320,2025-11-06_10:54:27.090547
Total,,Rita C. Joseph,(Working Families),9758,2025-11-06_10:54:27.090547
Total,,WRITE-IN,,291,2025-11-06_10:54:27.090547
