boro,reported,candidate,party,votes,scrape_time
Kings,97.46%,Darlene Mealy,(Democratic),24229,2025-11-06_10:54:27.709266
Kings,97.46%,Yehuda Shaffer,(United Alliance),1615,2025-11-06_10:54:27.709266
Kings,97.46%,WRITE-IN,,185,2025-11-06_10:54:27.709266
Total,,Darlene Mealy,(Democratic),24229,2025-11-06_10:54:27.709266
Total,,Yehuda Shaffer,(United Alliance),1615,2025-11-06_10:54:27.709266
Total,,WRITE-IN,,185,2025-11-06_10:54:27.709266
