boro,reported,candidate,party,votes,scrape_time
Queens,93.23%,Nantasha M. Williams,(Democratic),29248,2025-11-06_10:54:19.227369
Queens,93.23%,WRITE-IN,,163,2025-11-06_10:54:19.227369
Total,,Nantasha M. Williams,(Democratic),29248,2025-11-06_10:54:19.227369
Total,,WRITE-IN,,163,2025-11-06_10:54:19.227369
