boro,reported,candidate,party,votes,scrape_time
Queens,96.95%,Julie Won,(Democratic),31091,2025-11-06_10:54:18.609961
Queens,96.95%,John Patrick Healy,(Republican),6244,2025-11-06_10:54:18.609961
Queens,96.95%,John Patrick Healy,(Conservative),850,2025-11-06_10:54:18.609961
Queens,96.95%,WRITE-IN,,144,2025-11-06_10:54:18.609961
Total,,Julie Won,(Democratic),31091,2025-11-06_10:54:18.609961
Total,,John Patrick Healy,(Republican),6244,2025-11-06_10:54:18.609961
Total,,John Patrick Healy,(Conservative),850,2025-11-06_10:54:18.609961
Total,,WRITE-IN,,144,2025-11-06_10:54:18.609961
