boro,reported,candidate,party,votes,scrape_time
Kings,97.71%,Sandy Nurse,(Democratic),19436,2025-11-06_10:54:25.054972
Kings,97.71%,Sandy Nurse,(Working Families),6455,2025-11-06_10:54:25.054972
Kings,97.71%,WRITE-IN,,120,2025-11-06_10:54:25.054972
Total,,Sandy Nurse,(Democratic),19436,2025-11-06_10:54:25.054972
Total,,Sandy Nurse,(Working Families),6455,2025-11-06_10:54:25.054972
Total,,WRITE-IN,,120,2025-11-06_10:54:25.054972
