AD_num,reported,candidate,party,votes,scrape_time
AD   53,92.86%,Sandy Nurse,(Democratic),5114,2025-11-06_10:54:25.054972
AD   53,92.86%,Sandy Nurse,(Working Families),2327,2025-11-06_10:54:25.054972
AD   53,92.86%,WRITE-IN,,29,2025-11-06_10:54:25.054972
AD   54,99.00%,Sandy Nurse,(Democratic),12745,2025-11-06_10:54:25.054972
AD   54,99.00%,Sandy Nurse,(Working Families),3726,2025-11-06_10:54:25.054972
AD   54,99.00%,WRITE-IN,,86,2025-11-06_10:54:25.054972
AD   55,99.00%,Sandy Nurse,(Democratic),1515,2025-11-06_10:54:25.054972
AD   55,99.00%,Sandy Nurse,(Working Families),397,2025-11-06_10:54:25.054972
AD   55,99.00%,WRITE-IN,,4,2025-11-06_10:54:25.054972
AD   60,99.00%,Sandy Nurse,(Democratic),62,2025-11-06_10:54:25.054972
AD   60,99.00%,Sandy Nurse,(Working Families),5,2025-11-06_10:54:25.054972
AD   60,99.00%,WRITE-IN,,1,2025-11-06_10:54:25.054972
Total,,Sandy Nurse,(Democratic),19436,2025-11-06_10:54:25.054972
Total,,Sandy Nurse,(Working Families),6455,2025-11-06_10:54:25.054972
Total,,WRITE-IN,,120,2025-11-06_10:54:25.054972
