boro,reported,candidate,party,votes,scrape_time
Kings,97.67%,Chris Banks,(Democratic),22277,2025-11-06_10:54:28.251867
Kings,97.67%,Davon L. Phillips,(Freedom),975,2025-11-06_10:54:28.251867
Kings,97.67%,WRITE-IN,,49,2025-11-06_10:54:28.251867
Total,,Chris Banks,(Democratic),22277,2025-11-06_10:54:28.251867
Total,,Davon L. Phillips,(Freedom),975,2025-11-06_10:54:28.251867
Total,,WRITE-IN,,49,2025-11-06_10:54:28.251867
