AD_num,reported,candidate,party,votes,scrape_time
AD   53,92.11%,Duane Frankson,(Democratic),5189,2025-11-06_10:54:40.589716
AD   53,92.11%,Dagmar Plaza-Gonzalez,(Democratic),5191,2025-11-06_10:54:40.589716
AD   53,92.11%,WRITE-IN,,45,2025-11-06_10:54:40.589716
AD   54,99.00%,Duane Frankson,(Democratic),14199,2025-11-06_10:54:40.589716
AD   54,99.00%,Dagmar Plaza-Gonzalez,(Democratic),13700,2025-11-06_10:54:40.589716
AD   54,99.00%,WRITE-IN,,163,2025-11-06_10:54:40.589716
AD   55,99.00%,Duane Frankson,(Democratic),108,2025-11-06_10:54:40.589716
AD   55,99.00%,Dagmar Plaza-Gonzalez,(Democratic),95,2025-11-06_10:54:40.589716
AD   55,99.00%,WRITE-IN,,0,2025-11-06_10:54:40.589716
AD   60,99.00%,Duane Frankson,(Democratic),10519,2025-11-06_10:54:40.589716
AD   60,99.00%,Dagmar Plaza-Gonzalez,(Democratic),8396,2025-11-06_10:54:40.589716
AD   60,99.00%,WRITE-IN,,66,2025-11-06_10:54:40.589716
Total,,Duane Frankson,(Democratic),30015,2025-11-06_10:54:40.589716
Total,,Dagmar Plaza-Gonzalez,(Democratic),27382,2025-11-06_10:54:40.589716
Total,,WRITE-IN,,274,2025-11-06_10:54:40.589716
