boro,reported,candidate,party,votes,scrape_time
Kings,98.26%,Duane Frankson,(Democratic),30015,2025-11-06_10:54:40.589716
Kings,98.26%,Dagmar Plaza-Gonzalez,(Democratic),27382,2025-11-06_10:54:40.589716
Kings,98.26%,WRITE-IN,,274,2025-11-06_10:54:40.589716
Total,,Duane Frankson,(Democratic),30015,2025-11-06_10:54:40.589716
Total,,Dagmar Plaza-Gonzalez,(Democratic),27382,2025-11-06_10:54:40.589716
Total,,WRITE-IN,,274,2025-11-06_10:54:40.589716
