boro,reported,candidate,party,votes,scrape_time
Bronx,98.18%,Pierina A. Sanchez,(Democratic),13733,2025-11-06_10:54:11.195541
Bronx,98.18%,Pierina A. Sanchez,(Working Families),2184,2025-11-06_10:54:11.195541
Bronx,98.18%,WRITE-IN,,126,2025-11-06_10:54:11.195541
Total,,Pierina A. Sanchez,(Democratic),13733,2025-11-06_10:54:11.195541
Total,,Pierina A. Sanchez,(Working Families),2184,2025-11-06_10:54:11.195541
Total,,WRITE-IN,,126,2025-11-06_10:54:11.195541
