AD_num,reported,candidate,party,votes,scrape_time
AD   69,94.44%,Onya Brinson,(Democratic),6397,2025-11-06_10:54:35.222498
AD   69,94.44%,WRITE-IN,,43,2025-11-06_10:54:35.222498
AD   70,96.15%,Onya Brinson,(Democratic),10209,2025-11-06_10:54:35.222498
AD   70,96.15%,WRITE-IN,,72,2025-11-06_10:54:35.222498
AD   71,98.86%,Onya Brinson,(Democratic),21446,2025-11-06_10:54:35.222498
AD   71,98.86%,WRITE-IN,,170,2025-11-06_10:54:35.222498
AD   72,97.87%,Onya Brinson,(Democratic),17766,2025-11-06_10:54:35.222498
AD   72,97.87%,WRITE-IN,,200,2025-11-06_10:54:35.222498
Total,,Onya Brinson,(Democratic),55818,2025-11-06_10:54:35.222498
Total,,WRITE-IN,,485,2025-11-06_10:54:35.222498
