boro,reported,candidate,party,votes,scrape_time
Queens,96.30%,Ty Hankerson,(Democratic),21271,2025-11-06_10:54:19.760704
Queens,96.30%,Ty Hankerson,(Working Families),2085,2025-11-06_10:54:19.760704
Queens,96.30%,WRITE-IN,,148,2025-11-06_10:54:19.760704
Total,,Ty Hankerson,(Democratic),21271,2025-11-06_10:54:19.760704
Total,,Ty Hankerson,(Working Families),2085,2025-11-06_10:54:19.760704
Total,,WRITE-IN,,148,2025-11-06_10:54:19.760704
