AD_num,reported,candidate,party,votes,scrape_time
AD   23,99.00%,Ty Hankerson,(Democratic),323,2025-11-06_10:54:19.760704
AD   23,99.00%,Ty Hankerson,(Working Families),60,2025-11-06_10:54:19.760704
AD   23,99.00%,WRITE-IN,,5,2025-11-06_10:54:19.760704
AD   24,99.00%,Ty Hankerson,(Democratic),1888,2025-11-06_10:54:19.760704
AD   24,99.00%,Ty Hankerson,(Working Families),279,2025-11-06_10:54:19.760704
AD   24,99.00%,WRITE-IN,,24,2025-11-06_10:54:19.760704
AD   29,99.00%,Ty Hankerson,(Democratic),239,2025-11-06_10:54:19.760704
AD   29,99.00%,Ty Hankerson,(Working Families),10,2025-11-06_10:54:19.760704
AD   29,99.00%,WRITE-IN,,0,2025-11-06_10:54:19.760704
AD   31,99.00%,Ty Hankerson,(Democratic),5225,2025-11-06_10:54:19.760704
AD   31,99.00%,Ty Hankerson,(Working Families),689,2025-11-06_10:54:19.760704
AD   31,99.00%,WRITE-IN,,76,2025-11-06_10:54:19.760704
AD   32,94.03%,Ty Hankerson,(Democratic),13596,2025-11-06_10:54:19.760704
AD   32,94.03%,Ty Hankerson,(Working Families),1047,2025-11-06_10:54:19.760704
AD   32,94.03%,WRITE-IN,,43,2025-11-06_10:54:19.760704
Total,,Ty Hankerson,(Democratic),21271,2025-11-06_10:54:19.760704
Total,,Ty Hankerson,(Working Families),2085,2025-11-06_10:54:19.760704
Total,,WRITE-IN,,148,2025-11-06_10:54:19.760704
