AD_num,reported,candidate,party,votes,scrape_time
AD   68,94.59%,Yusef Salaam,(Democratic),4393,2025-11-06_10:54:08.395622
AD   68,94.59%,WRITE-IN,,48,2025-11-06_10:54:08.395622
AD   70,92.55%,Yusef Salaam,(Democratic),24960,2025-11-06_10:54:08.395622
AD   70,92.55%,WRITE-IN,,302,2025-11-06_10:54:08.395622
AD   71,92.16%,Yusef Salaam,(Democratic),7157,2025-11-06_10:54:08.395622
AD   71,92.16%,WRITE-IN,,75,2025-11-06_10:54:08.395622
AD   72,99.00%,Yusef Salaam,(Democratic),0,2025-11-06_10:54:08.395622
AD   72,99.00%,WRITE-IN,,0,2025-11-06_10:54:08.395622
Total,,Yusef Salaam,(Democratic),36510,2025-11-06_10:54:08.395622
Total,,WRITE-IN,,425,2025-11-06_10:54:08.395622
