boro,reported,candidate,party,votes,scrape_time
New York,94.16%,Yusef Salaam,(Democratic),36510,2025-11-06_10:54:08.395622
New York,94.16%,WRITE-IN,,425,2025-11-06_10:54:08.395622
Total,,Yusef Salaam,(Democratic),36510,2025-11-06_10:54:08.395622
Total,,WRITE-IN,,425,2025-11-06_10:54:08.395622
