AD_num,reported,candidate,party,votes,scrape_time
AD   44,90.00%,Alexa Aviles,(Democratic),611,2025-11-06_10:54:25.640771
AD   44,90.00%,Luis E. Quero,(Republican),83,2025-11-06_10:54:25.640771
AD   44,90.00%,Luis E. Quero,(Conservative),10,2025-11-06_10:54:25.640771
AD   44,90.00%,Alexa Aviles,(Working Families),343,2025-11-06_10:54:25.640771
AD   44,90.00%,WRITE-IN,,3,2025-11-06_10:54:25.640771
AD   46,99.00%,Alexa Aviles,(Democratic),340,2025-11-06_10:54:25.640771
AD   46,99.00%,Luis E. Quero,(Republican),702,2025-11-06_10:54:25.640771
AD   46,99.00%,Luis E. Quero,(Conservative),67,2025-11-06_10:54:25.640771
AD   46,99.00%,Alexa Aviles,(Working Families),61,2025-11-06_10:54:25.640771
AD   46,99.00%,WRITE-IN,,0,2025-11-06_10:54:25.640771
AD   47,95.65%,Alexa Aviles,(Democratic),759,2025-11-06_10:54:25.640771
AD   47,95.65%,Luis E. Quero,(Republican),603,2025-11-06_10:54:25.640771
AD   47,95.65%,Luis E. Quero,(Conservative),59,2025-11-06_10:54:25.640771
AD   47,95.65%,Alexa Aviles,(Working Families),124,2025-11-06_10:54:25.640771
AD   47,95.65%,WRITE-IN,,4,2025-11-06_10:54:25.640771
AD   49,99.00%,Alexa Aviles,(Democratic),2468,2025-11-06_10:54:25.640771
AD   49,99.00%,Luis E. Quero,(Republican),2722,2025-11-06_10:54:25.640771
AD   49,99.00%,Luis E. Quero,(Conservative),282,2025-11-06_10:54:25.640771
AD   49,99.00%,Alexa Aviles,(Working Families),475,2025-11-06_10:54:25.640771
AD   49,99.00%,WRITE-IN,,18,2025-11-06_10:54:25.640771
AD   51,98.78%,Alexa Aviles,(Democratic),10518,2025-11-06_10:54:25.640771
AD   51,98.78%,Luis E. Quero,(Republican),2341,2025-11-06_10:54:25.640771
AD   51,98.78%,Luis E. Quero,(Conservative),381,2025-11-06_10:54:25.640771
AD   51,98.78%,Alexa Aviles,(Working Families),3991,2025-11-06_10:54:25.640771
AD   51,98.78%,WRITE-IN,,72,2025-11-06_10:54:25.640771
AD   52,91.67%,Alexa Aviles,(Democratic),42,2025-11-06_10:54:25.640771
AD   52,91.67%,Luis E. Quero,(Republican),7,2025-11-06_10:54:25.640771
AD   52,91.67%,Luis E. Quero,(Conservative),2,2025-11-06_10:54:25.640771
AD   52,91.67%,Alexa Aviles,(Working Families),17,2025-11-06_10:54:25.640771
AD   52,91.67%,WRITE-IN,,0,2025-11-06_10:54:25.640771
AD   61,99.00%,Alexa Aviles,(Democratic),1,2025-11-06_10:54:25.640771
AD   61,99.00%,Luis E. Quero,(Republican),0,2025-11-06_10:54:25.640771
AD   61,99.00%,Luis E. Quero,(Conservative),0,2025-11-06_10:54:25.640771
AD   61,99.00%,Alexa Aviles,(Working Families),1,2025-11-06_10:54:25.640771
AD   61,99.00%,WRITE-IN,,0,2025-11-06_10:54:25.640771
Total,,Alexa Aviles,(Democratic),14739,2025-11-06_10:54:25.640771
Total,,Luis E. Quero,(Republican),6458,2025-11-06_10:54:25.640771
Total,,Luis E. Quero,(Conservative),801,2025-11-06_10:54:25.640771
Total,,Alexa Aviles,(Working Families),5012,2025-11-06_10:54:25.640771
Total,,WRITE-IN,,97,2025-11-06_10:54:25.640771
