AD_num,reported,candidate,party,votes,scrape_time
AD   62,98.92%,Clifford A. Hagen,(Democratic),8301,2025-11-06_10:54:34.075721
AD   62,98.92%,Frank Morano,(Republican),33491,2025-11-06_10:54:34.075721
AD   62,98.92%,Frank Morano,(Conservative),2155,2025-11-06_10:54:34.075721
AD   62,98.92%,John K. Buthorn,(Patriot Workers),799,2025-11-06_10:54:34.075721
AD   62,98.92%,WRITE-IN,,68,2025-11-06_10:54:34.075721
AD   63,99.00%,Clifford A. Hagen,(Democratic),2175,2025-11-06_10:54:34.075721
AD   63,99.00%,Frank Morano,(Republican),3900,2025-11-06_10:54:34.075721
AD   63,99.00%,Frank Morano,(Conservative),268,2025-11-06_10:54:34.075721
AD   63,99.00%,John K. Buthorn,(Patriot Workers),70,2025-11-06_10:54:34.075721
AD   63,99.00%,WRITE-IN,,7,2025-11-06_10:54:34.075721
AD   64,99.00%,Clifford A. Hagen,(Democratic),1446,2025-11-06_10:54:34.075721
AD   64,99.00%,Frank Morano,(Republican),4641,2025-11-06_10:54:34.075721
AD   64,99.00%,Frank Morano,(Conservative),367,2025-11-06_10:54:34.075721
AD   64,99.00%,John K. Buthorn,(Patriot Workers),141,2025-11-06_10:54:34.075721
AD   64,99.00%,WRITE-IN,,23,2025-11-06_10:54:34.075721
Total,,Clifford A. Hagen,(Democratic),11922,2025-11-06_10:54:34.075721
Total,,Frank Morano,(Republican),42032,2025-11-06_10:54:34.075721
Total,,Frank Morano,(Conservative),2790,2025-11-06_10:54:34.075721
Total,,John K. Buthorn,(Patriot Workers),1010,2025-11-06_10:54:34.075721
Total,,WRITE-IN,,98,2025-11-06_10:54:34.075721
