boro,reported,candidate,party,votes,scrape_time
New York,98.01%,Gale A. Brewer,(Democratic),48189,2025-11-06_10:54:06.54984
New York,98.01%,Gale A. Brewer,(Working Families),6551,2025-11-06_10:54:06.54984
New York,98.01%,WRITE-IN,,1066,2025-11-06_10:54:06.54984
Total,,Gale A. Brewer,(Democratic),48189,2025-11-06_10:54:06.54984
Total,,Gale A. Brewer,(Working Families),6551,2025-11-06_10:54:06.54984
Total,,WRITE-IN,,1066,2025-11-06_10:54:06.54984
