boro,reported,candidate,party,votes,scrape_time
Bronx,99.00%,Tiffany L. Caban,(Democratic),-,2025-11-06_10:54:16.021474
Bronx,99.00%,Tiffany L. Caban,(Working Families),-,2025-11-06_10:54:16.021474
Bronx,99.00%,WRITE-IN,,-,2025-11-06_10:54:16.021474
Queens,97.39%,Tiffany L. Caban,(Democratic),26684,2025-11-06_10:54:16.021474
Queens,97.39%,Tiffany L. Caban,(Working Families),8736,2025-11-06_10:54:16.021474
Queens,97.39%,WRITE-IN,,992,2025-11-06_10:54:16.021474
Total,,Tiffany L. Caban,(Democratic),26684,2025-11-06_10:54:16.021474
Total,,Tiffany L. Caban,(Working Families),8736,2025-11-06_10:54:16.021474
Total,,WRITE-IN,,992,2025-11-06_10:54:16.021474
