AD_num,reported,candidate,party,votes,scrape_time
AD   68,97.14%,Jared Trujillo,(Working Families),5609,2025-11-06_10:53:39.057595
AD   68,97.14%,WRITE-IN,,454,2025-11-06_10:53:39.057595
AD   69,97.06%,Judy Kim,(Democratic),32613,2025-11-06_10:53:39.057595
AD   69,97.06%,Suzanne Adams,(Democratic),31210,2025-11-06_10:53:39.057595
AD   69,97.06%,James G. Clynes,(Democratic),28659,2025-11-06_10:53:39.057595
AD   69,97.06%,Deborah A. Kaplan,(Democratic),31071,2025-11-06_10:53:39.057595
AD   69,97.06%,Gowri Krishna,(Working Families),7813,2025-11-06_10:53:39.057595
AD   69,97.06%,Jared Trujillo,(Working Families),7964,2025-11-06_10:53:39.057595
AD   69,97.06%,WRITE-IN,,838,2025-11-06_10:53:39.057595
AD   70,93.40%,Judy Kim,(Democratic),21997,2025-11-06_10:53:39.057595
AD   70,93.40%,Suzanne Adams,(Democratic),21632,2025-11-06_10:53:39.057595
AD   70,93.40%,James G. Clynes,(Democratic),18695,2025-11-06_10:53:39.057595
AD   70,93.40%,Deborah A. Kaplan,(Democratic),20018,2025-11-06_10:53:39.057595
AD   70,93.40%,Gowri Krishna,(Working Families),6927,2025-11-06_10:53:39.057595
AD   70,93.40%,Jared Trujillo,(Working Families),7325,2025-11-06_10:53:39.057595
AD   70,93.40%,WRITE-IN,,451,2025-11-06_10:53:39.057595
AD   71,95.65%,Judy Kim,(Democratic),21202,2025-11-06_10:53:39.057595
AD   71,95.65%,Suzanne Adams,(Democratic),20399,2025-11-06_10:53:39.057595
AD   71,95.65%,James G. Clynes,(Democratic),17948,2025-11-06_10:53:39.057595
AD   71,95.65%,Deborah A. Kaplan,(Democratic),19504,2025-11-06_10:53:39.057595
AD   71,95.65%,Gowri Krishna,(Working Families),7358,2025-11-06_10:53:39.057595
AD   71,95.65%,Jared Trujillo,(Working Families),7842,2025-11-06_10:53:39.057595
AD   71,95.65%,WRITE-IN,,450,2025-11-06_10:53:39.057595
AD   72,97.87%,Judy Kim,(Democratic),13903,2025-11-06_10:53:39.057595
AD   72,97.87%,Suzanne Adams,(Democratic),13075,2025-11-06_10:53:39.057595
AD   72,97.87%,James G. Clynes,(Democratic),11249,2025-11-06_10:53:39.057595
AD   72,97.87%,Deborah A. Kaplan,(Democratic),12240,2025-11-06_10:53:39.057595
AD   72,97.87%,Gowri Krishna,(Working Families),4811,2025-11-06_10:53:39.057595
AD   72,97.87%,Jared Trujillo,(Working Families),5566,2025-11-06_10:53:39.057595
AD   72,97.87%,WRITE-IN,,436,2025-11-06_10:53:39.057595
AD   73,95.58%,Judy Kim,(Democratic),33341,2025-11-06_10:53:39.057595
AD   73,95.58%,Suzanne Adams,(Democratic),32262,2025-11-06_10:53:39.057595
AD   73,95.58%,James G. Clynes,(Democratic),30356,2025-11-06_10:53:39.057595
AD   73,95.58%,Deborah A. Kaplan,(Democratic),32749,2025-11-06_10:53:39.057595
AD   73,95.58%,Gowri Krishna,(Working Families),4649,2025-11-06_10:53:39.057595
AD   73,95.58%,Jared Trujillo,(Working Families),4788,2025-11-06_10:53:39.057595
AD   73,95.58%,WRITE-IN,,1606,2025-11-06_10:53:39.057595
AD   74,98.29%,Judy Kim,(Democratic),29156,2025-11-06_10:53:39.057595
AD   74,98.29%,Suzanne Adams,(Democratic),27350,2025-11-06_10:53:39.057595
AD   74,98.29%,James G. Clynes,(Democratic),24768,2025-11-06_10:53:39.057595
AD   74,98.29%,Deborah A. Kaplan,(Democratic),26898,2025-11-06_10:53:39.057595
AD   74,98.29%,Gowri Krishna,(Working Families),7008,2025-11-06_10:53:39.057595
AD   74,98.29%,Jared Trujillo,(Working Families),7262,2025-11-06_10:53:39.057595
AD   74,98.29%,WRITE-IN,,971,2025-11-06_10:53:39.057595
AD   75,97.27%,Judy Kim,(Democratic),28809,2025-11-06_10:53:39.057595
AD   75,97.27%,Suzanne Adams,(Democratic),27386,2025-11-06_10:53:39.057595
AD   75,97.27%,James G. Clynes,(Democratic),25674,2025-11-06_10:53:39.057595
AD   75,97.27%,Deborah A. Kaplan,(Democratic),27318,2025-11-06_10:53:39.057595
AD   75,97.27%,Gowri Krishna,(Working Families),5638,2025-11-06_10:53:39.057595
AD   75,97.27%,Jared Trujillo,(Working Families),5955,2025-11-06_10:53:39.057595
AD   75,97.27%,WRITE-IN,,988,2025-11-06_10:53:39.057595
AD   76,96.69%,Judy Kim,(Democratic),35862,2025-11-06_10:53:39.057595
AD   76,96.69%,Suzanne Adams,(Democratic),34536,2025-11-06_10:53:39.057595
AD   76,96.69%,James G. Clynes,(Democratic),32174,2025-11-06_10:53:39.057595
AD   76,96.69%,Deborah A. Kaplan,(Democratic),34683,2025-11-06_10:53:39.057595
AD   76,96.69%,Gowri Krishna,(Working Families),6409,2025-11-06_10:53:39.057595
AD   76,96.69%,Jared Trujillo,(Working Families),6590,2025-11-06_10:53:39.057595
AD   76,96.69%,WRITE-IN,,1491,2025-11-06_10:53:39.057595
Total,,Judy Kim,(Democratic),329051,2025-11-06_10:53:39.057595
Total,,Suzanne Adams,(Democratic),313057,2025-11-06_10:53:39.057595
Total,,James G. Clynes,(Democratic),285488,2025-11-06_10:53:39.057595
Total,,Deborah A. Kaplan,(Democratic),307802,2025-11-06_10:53:39.057595
Total,,Gowri Krishna,(Working Families),75567,2025-11-06_10:53:39.057595
Total,,Jared Trujillo,(Working Families),79188,2025-11-06_10:53:39.057595
Total,,WRITE-IN,,10875,2025-11-06_10:53:39.057595
