boro,reported,candidate,party,votes,scrape_time
Kings,99.00%,Jennifer Gutierrez,(Democratic),25834,2025-11-06_10:54:23.349722
Kings,99.00%,Jennifer Gutierrez,(Working Families),9586,2025-11-06_10:54:23.349722
Kings,99.00%,WRITE-IN,,183,2025-11-06_10:54:23.349722
Queens,99.00%,Jennifer Gutierrez,(Democratic),4511,2025-11-06_10:54:23.349722
Queens,99.00%,Jennifer Gutierrez,(Working Families),2027,2025-11-06_10:54:23.349722
Queens,99.00%,WRITE-IN,,45,2025-11-06_10:54:23.349722
Total,,Jennifer Gutierrez,(Democratic),30345,2025-11-06_10:54:23.349722
Total,,Jennifer Gutierrez,(Working Families),11613,2025-11-06_10:54:23.349722
Total,,WRITE-IN,,228,2025-11-06_10:54:23.349722
