boro,reported,candidate,party,votes,scrape_time
New York,97.14%,Julie Menin,(Democratic),46634,2025-11-06_10:54:06.060073
New York,97.14%,Alina Bonsell,(Republican),16299,2025-11-06_10:54:06.060073
New York,97.14%,WRITE-IN,,203,2025-11-06_10:54:06.060073
Total,,Julie Menin,(Democratic),46634,2025-11-06_10:54:06.060073
Total,,Alina Bonsell,(Republican),16299,2025-11-06_10:54:06.060073
Total,,WRITE-IN,,203,2025-11-06_10:54:06.060073
