ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    1,97.98%,Sandra Perez,(Democratic),173,AD 23,2025-11-05_01:51:53.092806
ED    1,97.98%,Ira R. Greenberg,(Democratic),189,AD 23,2025-11-05_01:51:53.092806
ED    1,97.98%,Gary F. Miret,(Democratic),254,AD 23,2025-11-05_01:51:53.092806
ED    1,97.98%,Frances Y. Wang,(Democratic),266,AD 23,2025-11-05_01:51:53.092806
ED    1,97.98%,Soma S. Syed,(Democratic),225,AD 23,2025-11-05_01:51:53.092806
ED    1,97.98%,Gary Muraca,(Republican),724,AD 23,2025-11-05_01:51:53.092806
ED    1,97.98%,Richard Felix,(Republican),770,AD 23,2025-11-05_01:51:53.092806
ED    1,97.98%,Gary Muraca,(Conservative),139,AD 23,2025-11-05_01:51:53.092806
ED    1,97.98%,WRITE-IN,&nbsp,36,AD 23,2025-11-05_01:51:53.092806
ED    2,97.98%,Sandra Perez,(Democratic),184,AD 23,2025-11-05_01:51:53.092806
ED    2,97.98%,Ira R. Greenberg,(Democratic),180,AD 23,2025-11-05_01:51:53.092806
ED    2,97.98%,Gary F. Miret,(Democratic),242,AD 23,2025-11-05_01:51:53.092806
ED    2,97.98%,Frances Y. Wang,(Democratic),253,AD 23,2025-11-05_01:51:53.092806
ED    2,97.98%,Soma S. Syed,(Democratic),214,AD 23,2025-11-05_01:51:53.092806
ED    2,97.98%,Gary Muraca,(Republican),719,AD 23,2025-11-05_01:51:53.092806
ED    2,97.98%,Richard Felix,(Republican),744,AD 23,2025-11-05_01:51:53.092806
ED    2,97.98%,Gary Muraca,(Conservative),107,AD 23,2025-11-05_01:51:53.092806
ED    2,97.98%,WRITE-IN,&nbsp,32,AD 23,2025-11-05_01:51:53.092806
ED    3,97.98%,Sandra Perez,(Democratic),74,AD 23,2025-11-05_01:51:53.092806
ED    3,97.98%,Ira R. Greenberg,(Democratic),73,AD 23,2025-11-05_01:51:53.092806
ED    3,97.98%,Gary F. Miret,(Democratic),84,AD 23,2025-11-05_01:51:53.092806
ED    3,97.98%,Frances Y. Wang,(Democratic),88,AD 23,2025-11-05_01:51:53.092806
ED    3,97.98%,Soma S. Syed,(Democratic),69,AD 23,2025-11-05_01:51:53.092806
ED    3,97.98%,Gary Muraca,(Republican),253,AD 23,2025-11-05_01:51:53.092806
ED    3,97.98%,Richard Felix,(Republican),246,AD 23,2025-11-05_01:51:53.092806
ED    3,97.98%,Gary Muraca,(Conservative),22,AD 23,2025-11-05_01:51:53.092806
ED    3,97.98%,WRITE-IN,&nbsp,11,AD 23,2025-11-05_01:51:53.092806
ED    4,97.98%,Sandra Perez,(Democratic),280,AD 23,2025-11-05_01:51:53.092806
ED    4,97.98%,Ira R. Greenberg,(Democratic),307,AD 23,2025-11-05_01:51:53.092806
ED    4,97.98%,Gary F. Miret,(Democratic),342,AD 23,2025-11-05_01:51:53.092806
ED    4,97.98%,Frances Y. Wang,(Democratic),350,AD 23,2025-11-05_01:51:53.092806
ED    4,97.98%,Soma S. Syed,(Democratic),310,AD 23,2025-11-05_01:51:53.092806
ED    4,97.98%,Gary Muraca,(Republican),679,AD 23,2025-11-05_01:51:53.092806
ED    4,97.98%,Richard Felix,(Republican),626,AD 23,2025-11-05_01:51:53.092806
ED    4,97.98%,Gary Muraca,(Conservative),61,AD 23,2025-11-05_01:51:53.092806
ED    4,97.98%,WRITE-IN,&nbsp,23,AD 23,2025-11-05_01:51:53.092806
ED    5,97.98%,Sandra Perez,(Democratic),231,AD 23,2025-11-05_01:51:53.092806
ED    5,97.98%,Ira R. Greenberg,(Democratic),278,AD 23,2025-11-05_01:51:53.092806
ED    5,97.98%,Gary F. Miret,(Democratic),327,AD 23,2025-11-05_01:51:53.092806
ED    5,97.98%,Frances Y. Wang,(Democratic),310,AD 23,2025-11-05_01:51:53.092806
ED    5,97.98%,Soma S. Syed,(Democratic),271,AD 23,2025-11-05_01:51:53.092806
ED    5,97.98%,Gary Muraca,(Republican),723,AD 23,2025-11-05_01:51:53.092806
ED    5,97.98%,Richard Felix,(Republican),707,AD 23,2025-11-05_01:51:53.092806
ED    5,97.98%,Gary Muraca,(Conservative),63,AD 23,2025-11-05_01:51:53.092806
ED    5,97.98%,WRITE-IN,&nbsp,52,AD 23,2025-11-05_01:51:53.092806
ED    6,97.98%,Sandra Perez,(Democratic),270,AD 23,2025-11-05_01:51:53.092806
ED    6,97.98%,Ira R. Greenberg,(Democratic),266,AD 23,2025-11-05_01:51:53.092806
ED    6,97.98%,Gary F. Miret,(Democratic),329,AD 23,2025-11-05_01:51:53.092806
ED    6,97.98%,Frances Y. Wang,(Democratic),352,AD 23,2025-11-05_01:51:53.092806
ED    6,97.98%,Soma S. Syed,(Democratic),314,AD 23,2025-11-05_01:51:53.092806
ED    6,97.98%,Gary Muraca,(Republican),678,AD 23,2025-11-05_01:51:53.092806
ED    6,97.98%,Richard Felix,(Republican),650,AD 23,2025-11-05_01:51:53.092806
ED    6,97.98%,Gary Muraca,(Conservative),60,AD 23,2025-11-05_01:51:53.092806
ED    6,97.98%,WRITE-IN,&nbsp,27,AD 23,2025-11-05_01:51:53.092806
ED    7,97.98%,Sandra Perez,(Democratic),326,AD 23,2025-11-05_01:51:53.092806
ED    7,97.98%,Ira R. Greenberg,(Democratic),326,AD 23,2025-11-05_01:51:53.092806
ED    7,97.98%,Gary F. Miret,(Democratic),371,AD 23,2025-11-05_01:51:53.092806
ED    7,97.98%,Frances Y. Wang,(Democratic),384,AD 23,2025-11-05_01:51:53.092806
ED    7,97.98%,Soma S. Syed,(Democratic),338,AD 23,2025-11-05_01:51:53.092806
