boro,reported,candidate,party,votes,scrape_time
New York,97.66%,YES,,244391,2025-11-06_10:55:07.416733
New York,97.66%,NO,,217202,2025-11-06_10:55:07.416733
Bronx,96.86%,YES,,91679,2025-11-06_10:55:07.416733
Bronx,96.86%,NO,,94465,2025-11-06_10:55:07.416733
Kings,97.36%,YES,,250344,2025-11-06_10:55:07.416733
Kings,97.36%,NO,,289936,2025-11-06_10:55:07.416733
Queens,96.47%,YES,,187599,2025-11-06_10:55:07.416733
Queens,96.47%,NO,,233048,2025-11-06_10:55:07.416733
Richmond,98.45%,YES,,40668,2025-11-06_10:55:07.416733
Richmond,98.45%,NO,,87057,2025-11-06_10:55:07.416733
Total,,YES,,814681,2025-11-06_10:55:07.416733
Total,,NO,,921708,2025-11-06_10:55:07.416733
