boro,reported,candidate,party,votes,scrape_time
Queens,97.56%,Linda Lee,(Democratic),29154,2025-11-06_10:54:16.563005
Queens,97.56%,Bernard Chow,(Conservative),7332,2025-11-06_10:54:16.563005
Queens,97.56%,WRITE-IN,,95,2025-11-06_10:54:16.563005
Total,,Linda Lee,(Democratic),29154,2025-11-06_10:54:16.563005
Total,,Bernard Chow,(Conservative),7332,2025-11-06_10:54:16.563005
Total,,WRITE-IN,,95,2025-11-06_10:54:16.563005
