AD_num,reported,candidate,party,votes,scrape_time
AD   79,98.21%,Justin E. Sanchez,(Democratic),6123,2025-11-06_10:54:12.938049
AD   79,98.21%,Rosaline Nieves,(Republican),743,2025-11-06_10:54:12.938049
AD   79,98.21%,Marisol Duran,(Conservative),259,2025-11-06_10:54:12.938049
AD   79,98.21%,Justin E. Sanchez,(Working Families),678,2025-11-06_10:54:12.938049
AD   79,98.21%,WRITE-IN,,25,2025-11-06_10:54:12.938049
AD   84,97.06%,Justin E. Sanchez,(Democratic),2413,2025-11-06_10:54:12.938049
AD   84,97.06%,Rosaline Nieves,(Republican),295,2025-11-06_10:54:12.938049
AD   84,97.06%,Marisol Duran,(Conservative),85,2025-11-06_10:54:12.938049
AD   84,97.06%,Justin E. Sanchez,(Working Families),287,2025-11-06_10:54:12.938049
AD   84,97.06%,WRITE-IN,,7,2025-11-06_10:54:12.938049
AD   85,99.00%,Justin E. Sanchez,(Democratic),5079,2025-11-06_10:54:12.938049
AD   85,99.00%,Rosaline Nieves,(Republican),786,2025-11-06_10:54:12.938049
AD   85,99.00%,Marisol Duran,(Conservative),218,2025-11-06_10:54:12.938049
AD   85,99.00%,Justin E. Sanchez,(Working Families),548,2025-11-06_10:54:12.938049
AD   85,99.00%,WRITE-IN,,16,2025-11-06_10:54:12.938049
AD   87,99.00%,Justin E. Sanchez,(Democratic),491,2025-11-06_10:54:12.938049
AD   87,99.00%,Rosaline Nieves,(Republican),86,2025-11-06_10:54:12.938049
AD   87,99.00%,Marisol Duran,(Conservative),24,2025-11-06_10:54:12.938049
AD   87,99.00%,Justin E. Sanchez,(Working Families),38,2025-11-06_10:54:12.938049
AD   87,99.00%,WRITE-IN,,1,2025-11-06_10:54:12.938049
Total,,Justin E. Sanchez,(Democratic),14106,2025-11-06_10:54:12.938049
Total,,Rosaline Nieves,(Republican),1910,2025-11-06_10:54:12.938049
Total,,Marisol Duran,(Conservative),586,2025-11-06_10:54:12.938049
Total,,Justin E. Sanchez,(Working Families),1551,2025-11-06_10:54:12.938049
Total,,WRITE-IN,,49,2025-11-06_10:54:12.938049
