AD_num,reported,candidate,party,votes,scrape_time
AD   68,98.00%,Lisa S. Headley,(Democratic),8855,2025-11-06_10:54:35.787418
AD   68,98.00%,WRITE-IN,,58,2025-11-06_10:54:35.787418
AD   70,99.00%,Lisa S. Headley,(Democratic),1811,2025-11-06_10:54:35.787418
AD   70,99.00%,WRITE-IN,,8,2025-11-06_10:54:35.787418
Total,,Lisa S. Headley,(Democratic),10666,2025-11-06_10:54:35.787418
Total,,WRITE-IN,,66,2025-11-06_10:54:35.787418
