ed_clean,YES,NO,reported,ad,ed,percentage,passed
38018,427,351,99.00%,38,18,54.88431876606684,TRUE
38019,726,368,99.00%,38,19,66.36197440585009,TRUE
38020,1036,666,99.00%,38,20,60.86956521739131,TRUE
38021,684,438,99.00%,38,21,60.962566844919785,TRUE
38022,428,238,99.00%,38,22,64.26426426426426,TRUE
38023,836,586,99.00%,38,23,58.79043600562588,TRUE
38024,639,464,99.00%,38,24,57.93291024478694,TRUE
38025,311,185,99.00%,38,25,62.701612903225815,TRUE
38026,780,496,99.00%,38,26,61.12852664576802,TRUE
38027,280,213,99.00%,38,27,56.79513184584179,TRUE
38028,819,437,99.00%,38,28,65.20700636942675,TRUE
38029,708,275,99.00%,38,29,72.02441505595118,TRUE
38030,539,290,99.00%,38,30,65.01809408926418,TRUE
38031,551,228,99.00%,38,31,70.73170731707317,TRUE
38032,888,524,99.00%,38,32,62.889518413597735,TRUE
38033,1051,510,99.00%,38,33,67.32863549007047,TRUE
38034,790,462,99.00%,38,34,63.09904153354633,TRUE
38035,788,425,99.00%,38,35,64.96290189612532,TRUE
38036,861,276,99.00%,38,36,75.72559366754618,TRUE
38037,858,357,99.00%,38,37,70.61728395061728,TRUE
38038,480,198,99.00%,38,38,70.79646017699115,TRUE
38039,581,267,99.00%,38,39,68.51415094339622,TRUE
38040,362,178,99.00%,38,40,67.03703703703704,TRUE
38041,355,244,99.00%,38,41,59.26544240400668,TRUE
38042,333,269,99.00%,38,42,55.3156146179402,TRUE
38043,11,19,99.00%,38,43,36.666666666666664,FALSE
38044,568,354,99.00%,38,44,61.60520607375272,TRUE
38045,376,221,99.00%,38,45,62.981574539363486,TRUE
38046,1012,772,99.00%,38,46,56.72645739910314,TRUE
38047,964,875,99.00%,38,47,52.41979336595976,TRUE
38048,655,325,99.00%,38,48,66.83673469387756,TRUE
38049,274,165,99.00%,38,49,62.414578587699324,TRUE
38050,604,290,87.50%,38,50,67.56152125279642,TRUE
38051,707,307,87.50%,38,51,69.72386587771203,TRUE
38052,203,159,99.00%,38,52,56.07734806629834,TRUE
38053,621,734,99.00%,38,53,45.830258302583026,FALSE
38054,598,393,99.00%,38,54,60.34308779011099,TRUE
38055,0,0,99.00%,38,55,NA,FALSE
39001,1298,837,88.89%,39,1,60.796252927400474,TRUE
39002,1313,1110,99.00%,39,2,54.189021873710274,TRUE
39003,1200,804,99.00%,39,3,59.88023952095808,TRUE
39004,1251,634,99.00%,39,4,66.36604774535809,TRUE
39005,1009,643,99.00%,39,5,61.077481840193705,TRUE
39006,1407,1165,99.00%,39,6,54.7045101088647,TRUE
39007,1327,809,99.00%,39,7,62.12546816479401,TRUE
39008,1157,750,99.00%,39,8,60.671211326691136,TRUE
39009,1012,656,99.00%,39,9,60.671462829736214,TRUE
39010,411,221,99.00%,39,10,65.03164556962025,TRUE
39011,99,33,99.00%,39,11,75,TRUE
39012,505,261,99.00%,39,12,65.92689295039165,TRUE
39013,331,127,99.00%,39,13,72.27074235807859,TRUE
39014,617,197,99.00%,39,14,75.7985257985258,TRUE
39015,905,456,99.00%,39,15,66.49522409992652,TRUE
39016,76,53,99.00%,39,16,58.91472868217055,TRUE
39017,424,195,99.00%,39,17,68.49757673667204,TRUE
39018,859,397,99.00%,39,18,68.39171974522293,TRUE
39019,1013,489,99.00%,39,19,67.44340878828228,TRUE
39020,227,88,99.00%,39,20,72.06349206349206,TRUE
39021,555,200,99.00%,39,21,73.50993377483444,TRUE
39022,642,312,99.00%,39,22,67.29559748427673,TRUE
39023,624,227,99.00%,39,23,73.32549941245593,TRUE
39024,475,187,99.00%,39,24,71.75226586102718,TRUE
39025,428,178,99.00%,39,25,70.62706270627062,TRUE
39026,682,284,99.00%,39,26,70.60041407867494,TRUE
39027,219,94,99.00%,39,27,69.96805111821087,TRUE
39028,627,1505,99.00%,39,28,29.409005628517825,FALSE
39029,388,178,99.00%,39,29,68.55123674911661,TRUE
39030,587,362,99.00%,39,30,61.85458377239199,TRUE
39031,517,270,99.00%,39,31,65.69250317662008,TRUE
39032,577,361,99.00%,39,32,61.513859275053306,TRUE
39033,417,249,99.00%,39,33,62.612612612612615,TRUE
39034,523,347,99.00%,39,34,60.11494252873564,TRUE
39035,649,312,99.00%,39,35,67.53381893860562,TRUE
39036,436,189,99.00%,39,36,69.76,TRUE
39037,389,173,99.00%,39,37,69.21708185053382,TRUE
39038,348,216,99.00%,39,38,61.702127659574465,TRUE
39039,592,398,99.00%,39,39,59.79797979797979,TRUE
39040,163,119,99.00%,39,40,57.801418439716315,TRUE
39041,757,686,99.00%,39,41,52.460152460152464,TRUE
39042,464,334,99.00%,39,42,58.1453634085213,TRUE
39043,350,373,99.00%,39,43,48.40940525587828,FALSE
39044,612,365,99.00%,39,44,62.64073694984646,TRUE
39045,603,636,99.00%,39,45,48.6682808716707,FALSE
39046,806,1230,99.00%,39,46,39.587426326129666,FALSE
39047,315,843,99.00%,39,47,27.202072538860104,FALSE
39048,409,285,99.00%,39,48,58.933717579250725,TRUE
39049,485,234,99.00%,39,49,67.4547983310153,TRUE
39050,185,126,99.00%,39,50,59.4855305466238,TRUE
39051,428,1098,99.00%,39,51,28.04718217562254,FALSE
39052,226,113,99.00%,39,52,66.66666666666666,TRUE
40001,711,549,99.00%,40,1,56.42857142857143,TRUE
40002,354,264,99.00%,40,2,57.28155339805825,TRUE
40003,366,229,99.00%,40,3,61.51260504201681,TRUE
40004,565,363,99.00%,40,4,60.883620689655174,TRUE
40005,463,339,99.00%,40,5,57.73067331670823,TRUE
40006,315,206,99.00%,40,6,60.46065259117083,TRUE
40007,694,442,99.00%,40,7,61.09154929577465,TRUE
40008,781,466,99.00%,40,8,62.63031275060145,TRUE
40009,812,447,99.00%,40,9,64.49563145353456,TRUE
40010,353,263,99.00%,40,10,57.3051948051948,TRUE
40011,602,189,99.00%,40,11,76.10619469026548,TRUE
40012,632,464,99.00%,40,12,57.66423357664233,TRUE
40013,407,153,99.00%,40,13,72.67857142857143,TRUE
40014,282,88,99.00%,40,14,76.21621621621621,TRUE
40015,490,348,99.00%,40,15,58.47255369928401,TRUE
40016,533,259,99.00%,40,16,67.2979797979798,TRUE
40017,322,151,99.00%,40,17,68.07610993657505,TRUE
40018,462,284,99.00%,40,18,61.93029490616622,TRUE
40019,523,338,99.00%,40,19,60.743321718931476,TRUE
40020,733,388,99.00%,40,20,65.38804638715433,TRUE
40021,575,366,99.00%,40,21,61.10520722635494,TRUE
40022,277,158,99.00%,40,22,63.678160919540225,TRUE
40023,773,476,99.00%,40,23,61.88951160928743,TRUE
40024,561,225,99.00%,40,24,71.37404580152672,TRUE
40025,145,105,90.00%,40,25,57.99999999999999,TRUE
40026,731,343,99.00%,40,26,68.0633147113594,TRUE
40027,755,716,99.00%,40,27,51.32562882392931,TRUE
40028,933,851,99.00%,40,28,52.2982062780269,TRUE
40029,839,501,99.00%,40,29,62.61194029850746,TRUE
40030,636,382,99.00%,40,30,62.47544204322201,TRUE
40031,405,445,99.00%,40,31,47.647058823529406,FALSE
40032,348,353,90.00%,40,32,49.64336661911555,FALSE
40033,521,317,99.00%,40,33,62.171837708830544,TRUE
40034,382,355,99.00%,40,34,51.83175033921302,TRUE
40035,183,258,90.00%,40,35,41.49659863945578,FALSE
40036,53,44,99.00%,40,36,54.63917525773196,TRUE
40037,567,1138,90.00%,40,37,33.25513196480939,FALSE
40038,384,814,90.00%,40,38,32.053422370617696,FALSE
40039,229,440,90.00%,40,39,34.23019431988042,FALSE
40040,359,1090,90.00%,40,40,24.775707384403038,FALSE
40041,498,1355,99.00%,40,41,26.875337290879653,FALSE
40042,31,19,99.00%,40,42,62,TRUE
40043,551,764,99.00%,40,43,41.90114068441065,FALSE
40044,237,321,90.00%,40,44,42.473118279569896,FALSE
40045,323,679,99.00%,40,45,32.23552894211577,FALSE
40046,183,526,99.00%,40,46,25.811001410437235,FALSE
40047,549,1535,99.00%,40,47,26.343570057581573,FALSE
40048,0,0,99.00%,40,48,NA,FALSE
41001,953,355,99.00%,41,1,72.85932721712538,TRUE
41002,799,397,99.00%,41,2,66.80602006688964,TRUE
41003,627,184,88.89%,41,3,77.31196054254006,TRUE
41004,1075,566,99.00%,41,4,65.50883607556368,TRUE
41005,721,277,99.00%,41,5,72.24448897795591,TRUE
41006,820,388,99.00%,41,6,67.88079470198676,TRUE
41007,856,410,99.00%,41,7,67.61453396524486,TRUE
41008,817,262,99.00%,41,8,75.71825764596849,TRUE
41009,885,356,88.89%,41,9,71.31345688960515,TRUE
41010,586,222,90.91%,41,10,72.52475247524752,TRUE
41011,909,293,88.89%,41,11,75.62396006655574,TRUE
41012,395,621,99.00%,41,12,38.87795275590551,FALSE
41013,429,316,99.00%,41,13,57.58389261744966,TRUE
41014,245,1598,99.00%,41,14,13.293543136190994,FALSE
41015,223,356,99.00%,41,15,38.5146804835924,FALSE
41016,486,457,99.00%,41,16,51.537645811240715,TRUE
41017,716,252,99.00%,41,17,73.96694214876032,TRUE
41018,622,268,99.00%,41,18,69.88764044943821,TRUE
41019,785,362,99.00%,41,19,68.43940714908456,TRUE
41020,259,1073,99.00%,41,20,19.444444444444446,FALSE
41021,417,565,99.00%,41,21,42.4643584521385,FALSE
41022,355,510,99.00%,41,22,41.040462427745666,FALSE
41023,356,1320,83.33%,41,23,21.241050119331742,FALSE
41024,540,1066,83.33%,41,24,33.623910336239106,FALSE
41025,615,1042,83.33%,41,25,37.11526855763428,FALSE
41026,624,1078,99.00%,41,26,36.66274970622796,FALSE
41027,540,959,99.00%,41,27,36.02401601067378,FALSE
41028,357,988,99.00%,41,28,26.54275092936803,FALSE
41029,276,1124,99.00%,41,29,19.714285714285715,FALSE
41030,274,1398,99.00%,41,30,16.38755980861244,FALSE
41031,250,678,99.00%,41,31,26.939655172413797,FALSE
41032,694,689,99.00%,41,32,50.180766449746926,TRUE
41033,501,1481,99.00%,41,33,25.27749747729566,FALSE
41034,710,1779,99.00%,41,34,28.525512253917235,FALSE
41035,336,1462,99.00%,41,35,18.687430478309235,FALSE
41036,204,763,99.00%,41,36,21.09617373319545,FALSE
41037,349,719,99.00%,41,37,32.67790262172285,FALSE
41038,157,164,99.00%,41,38,48.90965732087228,FALSE
41039,361,337,99.00%,41,39,51.719197707736384,TRUE
41040,457,752,99.00%,41,40,37.799834574028125,FALSE
41041,385,1611,99.00%,41,41,19.288577154308616,FALSE
41042,506,672,99.00%,41,42,42.95415959252971,FALSE
41043,433,712,99.00%,41,43,37.81659388646288,FALSE
41044,379,553,99.00%,41,44,40.66523605150215,FALSE
41045,576,933,99.00%,41,45,38.17097415506958,FALSE
41046,310,658,99.00%,41,46,32.02479338842975,FALSE
41047,418,609,99.00%,41,47,40.70107108081792,FALSE
41048,490,858,99.00%,41,48,36.35014836795252,FALSE
41049,537,180,99.00%,41,49,74.89539748953975,TRUE
41050,421,230,99.00%,41,50,64.66973886328725,TRUE
41051,259,129,99.00%,41,51,66.75257731958763,TRUE
41052,729,1248,99.00%,41,52,36.874051593323216,FALSE
41053,314,228,99.00%,41,53,57.93357933579336,TRUE
41054,275,1105,99.00%,41,54,19.92753623188406,FALSE
41055,523,652,99.00%,41,55,44.51063829787234,FALSE
41056,569,803,99.00%,41,56,41.47230320699708,FALSE
41057,320,448,99.00%,41,57,41.66666666666667,FALSE
41058,598,948,99.00%,41,58,38.68046571798189,FALSE
41059,204,283,99.00%,41,59,41.889117043121146,FALSE
41060,328,415,99.00%,41,60,44.145356662180355,FALSE
41061,503,786,99.00%,41,61,39.02249806051202,FALSE
41062,147,519,99.00%,41,62,22.07207207207207,FALSE
41063,466,733,99.00%,41,63,38.86572143452877,FALSE
41064,523,805,99.00%,41,64,39.38253012048193,FALSE
41065,363,516,99.00%,41,65,41.29692832764505,FALSE
41066,340,427,99.00%,41,66,44.32855280312907,FALSE
41067,318,490,99.00%,41,67,39.35643564356436,FALSE
41068,208,149,99.00%,41,68,58.26330532212886,TRUE
41069,117,256,99.00%,41,69,31.36729222520107,FALSE
41070,0,0,99.00%,41,70,NA,FALSE
41071,0,0,99.00%,41,71,NA,FALSE
42001,70,44,99.00%,42,1,61.40350877192983,TRUE
42002,927,542,99.00%,42,2,63.10415248468346,TRUE
42003,1326,690,99.00%,42,3,65.77380952380952,TRUE
42004,1117,673,99.00%,42,4,62.40223463687151,TRUE
42005,1126,560,99.00%,42,5,66.78529062870699,TRUE
42006,1325,672,99.00%,42,6,66.34952428642964,TRUE
42007,1254,642,99.00%,42,7,66.13924050632912,TRUE
42008,627,246,99.00%,42,8,71.8213058419244,TRUE
42009,1042,488,99.00%,42,9,68.10457516339869,TRUE
42010,1088,434,99.00%,42,10,71.48488830486203,TRUE
42011,1166,648,99.00%,42,11,64.27783902976847,TRUE
42012,1112,506,99.00%,42,12,68.72682323856613,TRUE
42013,1215,569,99.00%,42,13,68.10538116591928,TRUE
42014,986,460,99.00%,42,14,68.1881051175657,TRUE
42015,1194,548,99.00%,42,15,68.5419058553387,TRUE
42016,954,421,99.00%,42,16,69.38181818181818,TRUE
42017,902,440,99.00%,42,17,67.21311475409836,TRUE
42018,773,356,99.00%,42,18,68.46767050487156,TRUE
42019,1103,668,99.00%,42,19,62.28119706380576,TRUE
42020,960,438,99.00%,42,20,68.6695278969957,TRUE
42021,980,451,99.00%,42,21,68.48357791754019,TRUE
42022,1240,536,99.00%,42,22,69.81981981981981,TRUE
42023,1119,579,99.00%,42,23,65.90106007067138,TRUE
42024,905,506,99.00%,42,24,64.13890857547838,TRUE
42025,800,482,99.00%,42,25,62.402496099843994,TRUE
42026,1104,611,99.00%,42,26,64.3731778425656,TRUE
42027,360,154,99.00%,42,27,70.03891050583657,TRUE
42028,1222,616,99.00%,42,28,66.48531011969531,TRUE
42029,865,469,99.00%,42,29,64.84257871064469,TRUE
42030,546,263,99.00%,42,30,67.49072929542646,TRUE
42031,765,253,99.00%,42,31,75.14734774066798,TRUE
42032,791,338,99.00%,42,32,70.06200177147919,TRUE
42033,782,334,99.00%,42,33,70.07168458781362,TRUE
42034,524,234,99.00%,42,34,69.12928759894459,TRUE
42035,713,340,99.00%,42,35,67.71130104463438,TRUE
42036,742,426,99.00%,42,36,63.52739726027398,TRUE
42037,742,366,99.00%,42,37,66.96750902527076,TRUE
42038,1028,434,99.00%,42,38,70.31463748290014,TRUE
42039,842,316,99.00%,42,39,72.71157167530224,TRUE
42040,872,178,99.00%,42,40,83.04761904761905,TRUE
42041,1189,824,99.00%,42,41,59.06607054148038,TRUE
42042,826,509,99.00%,42,42,61.87265917602996,TRUE
42043,821,340,99.00%,42,43,70.71490094745909,TRUE
42044,666,215,99.00%,42,44,75.59591373439274,TRUE
42045,668,338,99.00%,42,45,66.40159045725646,TRUE
42046,615,299,99.00%,42,46,67.28665207877462,TRUE
42047,1029,415,99.00%,42,47,71.26038781163435,TRUE
42048,683,393,99.00%,42,48,63.47583643122676,TRUE
42049,958,902,99.00%,42,49,51.50537634408602,TRUE
42050,971,356,99.00%,42,50,73.172569706104,TRUE
42051,599,304,99.00%,42,51,66.33444075304541,TRUE
42052,297,1184,99.00%,42,52,20.054017555705606,FALSE
42053,712,1008,99.00%,42,53,41.3953488372093,FALSE
42054,192,2016,99.00%,42,54,8.695652173913043,FALSE
42055,593,806,99.00%,42,55,42.38741958541816,FALSE
42056,414,816,99.00%,42,56,33.65853658536586,FALSE
42057,300,1962,99.00%,42,57,13.262599469496022,FALSE
42058,352,1810,99.00%,42,58,16.28122109158187,FALSE
42059,0,0,99.00%,42,59,NA,FALSE
43001,1312,680,99.00%,43,1,65.86345381526104,TRUE
43002,1238,714,99.00%,43,2,63.42213114754098,TRUE
43003,1111,716,99.00%,43,3,60.810071154898736,TRUE
43004,1026,634,99.00%,43,4,61.80722891566265,TRUE
43005,793,619,99.00%,43,5,56.16147308781869,TRUE
43006,974,485,99.00%,43,6,66.75805346127484,TRUE
43007,887,375,99.00%,43,7,70.2852614896989,TRUE
43008,813,570,99.00%,43,8,58.78524945770065,TRUE
43009,534,248,99.00%,43,9,68.28644501278772,TRUE
43010,1406,877,99.00%,43,10,61.5856329391152,TRUE
43011,994,685,99.00%,43,11,59.20190589636688,TRUE
43012,783,662,99.00%,43,12,54.186851211072664,TRUE
43013,1008,795,99.00%,43,13,55.906821963394336,TRUE
43014,720,573,99.00%,43,14,55.68445475638051,TRUE
43015,736,648,99.00%,43,15,53.179190751445084,TRUE
43016,921,554,99.00%,43,16,62.440677966101696,TRUE
43017,702,428,99.00%,43,17,62.123893805309734,TRUE
43018,1097,596,99.00%,43,18,64.79621972829297,TRUE
43019,1062,771,99.00%,43,19,57.93780687397708,TRUE
43020,622,1469,99.00%,43,20,29.746532759445245,FALSE
43021,399,1198,99.00%,43,21,24.98434564809017,FALSE
43022,626,1404,99.00%,43,22,30.83743842364532,FALSE
43023,852,524,99.00%,43,23,61.91860465116279,TRUE
43024,474,705,99.00%,43,24,40.20356234096692,FALSE
43025,543,618,99.00%,43,25,46.770025839793284,FALSE
43026,231,1003,99.00%,43,26,18.719611021069692,FALSE
43027,643,1198,99.00%,43,27,34.92667028788702,FALSE
43028,268,990,99.00%,43,28,21.303656597774246,FALSE
43029,801,808,99.00%,43,29,49.78247358607831,FALSE
43030,1071,1041,99.00%,43,30,50.71022727272727,TRUE
43031,615,395,33.33%,43,31,60.89108910891089,TRUE
43032,491,351,33.33%,43,32,58.313539192399055,TRUE
43033,1349,729,99.00%,43,33,64.91819056785371,TRUE
43034,931,820,99.00%,43,34,53.16961736150772,TRUE
43035,1096,779,99.00%,43,35,58.45333333333333,TRUE
43036,574,371,33.33%,43,36,60.74074074074074,TRUE
43037,748,530,33.33%,43,37,58.52895148669796,TRUE
43038,1212,799,99.00%,43,38,60.26852312282447,TRUE
43039,989,712,99.00%,43,39,58.14226925338036,TRUE
43040,963,666,99.00%,43,40,59.11602209944752,TRUE
43041,1100,679,99.00%,43,41,61.832490163012935,TRUE
43042,1070,682,99.00%,43,42,61.073059360730596,TRUE
43043,784,1104,71.43%,43,43,41.52542372881356,FALSE
43044,658,799,71.43%,43,44,45.16129032258064,FALSE
43045,763,762,99.00%,43,45,50.032786885245905,TRUE
43046,628,729,99.00%,43,46,46.27855563743552,FALSE
43047,635,527,99.00%,43,47,54.64716006884681,TRUE
43048,136,56,99.00%,43,48,70.83333333333334,TRUE
43049,572,307,99.00%,43,49,65.07394766780432,TRUE
43050,358,290,99.00%,43,50,55.24691358024691,TRUE
43051,532,385,99.00%,43,51,58.01526717557252,TRUE
43052,804,461,99.00%,43,52,63.55731225296443,TRUE
43053,1250,650,99.00%,43,53,65.78947368421053,TRUE
43054,1249,803,99.00%,43,54,60.86744639376218,TRUE
43055,933,587,99.00%,43,55,61.38157894736842,TRUE
43056,1364,657,99.00%,43,56,67.49134092033646,TRUE
43057,1465,734,99.00%,43,57,66.6211914506594,TRUE
43058,1251,649,99.00%,43,58,65.84210526315789,TRUE
43059,1336,672,99.00%,43,59,66.53386454183267,TRUE
43060,1138,594,99.00%,43,60,65.70438799076213,TRUE
43061,1115,534,99.00%,43,61,67.61673741661613,TRUE
43062,702,320,99.00%,43,62,68.68884540117418,TRUE
43063,979,400,99.00%,43,63,70.9934735315446,TRUE
43064,1292,606,99.00%,43,64,68.07165437302423,TRUE
43065,951,424,99.00%,43,65,69.16363636363636,TRUE
43066,1172,486,99.00%,43,66,70.68757539203861,TRUE
43067,1136,565,99.00%,43,67,66.78424456202234,TRUE
43068,346,177,99.00%,43,68,66.1567877629063,TRUE
44001,1477,631,88.89%,44,1,70.06641366223909,TRUE
44002,1210,862,99.00%,44,2,58.397683397683394,TRUE
44003,361,195,99.00%,44,3,64.92805755395683,TRUE
44004,1161,528,88.89%,44,4,68.73889875666075,TRUE
44005,535,194,90.00%,44,5,73.38820301783264,TRUE
44006,1157,635,88.89%,44,6,64.56473214285714,TRUE
44007,1668,813,90.00%,44,7,67.23095525997581,TRUE
44008,1377,698,90.00%,44,8,66.36144578313254,TRUE
44009,1355,583,88.89%,44,9,69.91744066047471,TRUE
44010,912,458,90.00%,44,10,66.56934306569343,TRUE
44011,2237,1181,99.00%,44,11,65.44763019309538,TRUE
44012,1213,504,99.00%,44,12,70.64647641234711,TRUE
44013,595,212,99.00%,44,13,73.72986369268897,TRUE
44014,1151,519,99.00%,44,14,68.92215568862275,TRUE
44015,888,397,99.00%,44,15,69.10505836575875,TRUE
44016,1139,569,99.00%,44,16,66.68618266978923,TRUE
44017,1924,991,91.67%,44,17,66.00343053173242,TRUE
44018,1419,777,91.67%,44,18,64.61748633879782,TRUE
44019,925,495,90.00%,44,19,65.14084507042254,TRUE
44020,698,405,90.00%,44,20,63.28195829555757,TRUE
44021,1183,734,90.00%,44,21,61.71100678142931,TRUE
44022,1166,662,90.00%,44,22,63.7855579868709,TRUE
44023,1649,899,88.89%,44,23,64.71742543171115,TRUE
44024,1416,774,88.89%,44,24,64.65753424657534,TRUE
44025,1681,936,88.89%,44,25,64.2338555598013,TRUE
44026,1348,753,99.00%,44,26,64.15992384578773,TRUE
44027,1560,908,99.00%,44,27,63.20907617504052,TRUE
44028,1541,900,99.00%,44,28,63.1298648095043,TRUE
44029,1742,948,99.00%,44,29,64.75836431226766,TRUE
44030,1604,779,99.00%,44,30,67.3101133025598,TRUE
44031,1786,996,99.00%,44,31,64.19841840402589,TRUE
44032,1667,1027,99.00%,44,32,61.87824795842614,TRUE
44033,1560,1152,99.00%,44,33,57.52212389380531,TRUE
44034,900,575,99.00%,44,34,61.016949152542374,TRUE
44035,1050,730,99.00%,44,35,58.98876404494382,TRUE
44036,1551,1358,99.00%,44,36,53.31729116534891,TRUE
44037,1572,1254,99.00%,44,37,55.62632696390658,TRUE
44038,1754,1056,99.00%,44,38,62.419928825622776,TRUE
44039,1358,999,99.00%,44,39,57.61561306745864,TRUE
44040,1037,768,99.00%,44,40,57.45152354570637,TRUE
44041,1186,860,99.00%,44,41,57.96676441837732,TRUE
44042,362,420,99.00%,44,42,46.29156010230179,FALSE
44043,952,739,99.00%,44,43,56.29804849201656,TRUE
44044,628,424,99.00%,44,44,59.6958174904943,TRUE
44045,1265,907,99.00%,44,45,58.24125230202578,TRUE
44046,1394,877,99.00%,44,46,61.38265081461911,TRUE
44047,675,357,99.00%,44,47,65.40697674418605,TRUE
44048,798,737,99.00%,44,48,51.98697068403909,TRUE
44049,279,526,99.00%,44,49,34.6583850931677,FALSE
44050,145,449,99.00%,44,50,24.410774410774412,FALSE
44051,166,663,99.00%,44,51,20.02412545235223,FALSE
44052,78,172,99.00%,44,52,31.2,FALSE
44053,723,849,99.00%,44,53,45.99236641221374,FALSE
44054,1380,727,99.00%,44,54,65.49596582819174,TRUE
44055,387,245,99.00%,44,55,61.23417721518988,TRUE
44056,1162,853,99.00%,44,56,57.66749379652606,TRUE
44057,746,786,99.00%,44,57,48.69451697127937,FALSE
44058,875,640,99.00%,44,58,57.755775577557756,TRUE
44059,1118,817,99.00%,44,59,57.77777777777777,TRUE
44060,444,241,90.00%,44,60,64.81751824817519,TRUE
44061,919,681,99.00%,44,61,57.4375,TRUE
44062,1157,872,99.00%,44,62,57.02316412025629,TRUE
44063,1187,685,99.00%,44,63,63.40811965811965,TRUE
44064,1235,834,99.00%,44,64,59.690671822136295,TRUE
44065,984,655,99.00%,44,65,60.0366076876144,TRUE
44066,1116,1284,99.00%,44,66,46.5,FALSE
44067,733,453,99.00%,44,67,61.804384485666105,TRUE
44068,676,400,99.00%,44,68,62.825278810408925,TRUE
44069,888,685,99.00%,44,69,56.45263827082009,TRUE
44070,647,348,99.00%,44,70,65.0251256281407,TRUE
44071,736,481,99.00%,44,71,60.476581758422356,TRUE
44072,940,588,99.00%,44,72,61.518324607329845,TRUE
44073,414,227,99.00%,44,73,64.58658346333853,TRUE
44074,1170,681,99.00%,44,74,63.20907617504052,TRUE
44075,665,246,99.00%,44,75,72.99670691547749,TRUE
44076,524,337,99.00%,44,76,60.85946573751452,TRUE
44077,281,186,99.00%,44,77,60.17130620985011,TRUE
44078,631,411,99.00%,44,78,60.55662188099809,TRUE
44079,1532,602,88.89%,44,79,71.7900656044986,TRUE
44080,798,516,99.00%,44,80,60.73059360730594,TRUE
44081,1161,515,99.00%,44,81,69.27207637231504,TRUE
44082,0,0,88.89%,44,82,NA,FALSE
44083,0,0,99.00%,44,83,NA,FALSE
44084,0,0,99.00%,44,84,NA,FALSE
45001,416,1216,99.00%,45,1,25.49019607843137,FALSE
45002,433,1535,99.00%,45,2,22.002032520325205,FALSE
45003,481,1455,99.00%,45,3,24.84504132231405,FALSE
45004,649,825,99.00%,45,4,44.02985074626866,FALSE
45005,525,908,99.00%,45,5,36.6364270760642,FALSE
45006,554,761,99.00%,45,6,42.129277566539926,FALSE
45007,295,1541,99.00%,45,7,16.067538126361654,FALSE
45008,186,1543,99.00%,45,8,10.757663389242337,FALSE
45009,335,1207,99.00%,45,9,21.72503242542153,FALSE
45010,210,1457,99.00%,45,10,12.59748050389922,FALSE
45011,163,1232,99.00%,45,11,11.684587813620071,FALSE
45012,71,176,99.00%,45,12,28.74493927125506,FALSE
45013,88,735,83.33%,45,13,10.69258809234508,FALSE
45014,179,1154,99.00%,45,14,13.42835708927232,FALSE
45015,185,1373,99.00%,45,15,11.874197689345314,FALSE
45016,325,2162,99.00%,45,16,13.067953357458787,FALSE
45017,248,1121,99.00%,45,17,18.115412710007305,FALSE
45018,46,138,99.00%,45,18,25,FALSE
45019,198,297,99.00%,45,19,40,FALSE
45020,385,1364,99.00%,45,20,22.0125786163522,FALSE
45021,172,209,99.00%,45,21,45.14435695538058,FALSE
45022,423,796,99.00%,45,22,34.7005742411813,FALSE
45023,383,271,99.00%,45,23,58.56269113149847,TRUE
45024,441,306,99.00%,45,24,59.036144578313255,TRUE
45025,132,825,99.00%,45,25,13.793103448275861,FALSE
45026,115,954,99.00%,45,26,10.757717492984098,FALSE
45027,428,664,99.00%,45,27,39.1941391941392,FALSE
45028,394,1347,99.00%,45,28,22.630672027570363,FALSE
45029,179,1091,99.00%,45,29,14.094488188976378,FALSE
45030,377,736,99.00%,45,30,33.872416891284814,FALSE
45031,451,485,99.00%,45,31,48.18376068376068,FALSE
45032,268,1106,99.00%,45,32,19.50509461426492,FALSE
45033,184,953,83.33%,45,33,16.182937554969218,FALSE
45034,378,980,99.00%,45,34,27.835051546391753,FALSE
45035,268,367,99.00%,45,35,42.204724409448815,FALSE
45036,433,991,99.00%,45,36,30.407303370786515,FALSE
45037,549,704,99.00%,45,37,43.81484437350359,FALSE
45038,228,613,99.00%,45,38,27.110582639714625,FALSE
45039,55,85,99.00%,45,39,39.285714285714285,FALSE
45040,455,754,99.00%,45,40,37.634408602150536,FALSE
45041,479,881,83.33%,45,41,35.22058823529412,FALSE
45042,430,451,99.00%,45,42,48.80817253121453,FALSE
45043,550,933,99.00%,45,43,37.0869858395145,FALSE
45044,574,1045,99.00%,45,44,35.453983940704134,FALSE
45045,440,976,99.00%,45,45,31.07344632768362,FALSE
45046,564,390,99.00%,45,46,59.11949685534591,TRUE
45047,571,669,99.00%,45,47,46.0483870967742,FALSE
45048,496,578,99.00%,45,48,46.18249534450652,FALSE
45049,355,968,99.00%,45,49,26.832955404383974,FALSE
45050,390,334,99.00%,45,50,53.86740331491713,TRUE
45051,422,733,99.00%,45,51,36.53679653679654,FALSE
45052,217,320,99.00%,45,52,40.4096834264432,FALSE
45053,230,250,99.00%,45,53,47.91666666666667,FALSE
45054,61,83,99.00%,45,54,42.36111111111111,FALSE
45055,3,3,99.00%,45,55,50,FALSE
45056,0,0,99.00%,45,56,NA,FALSE
46001,715,707,99.00%,46,1,50.28129395218003,TRUE
46002,708,673,99.00%,46,2,51.26719768283853,TRUE
46003,877,889,99.00%,46,3,49.660249150622874,FALSE
