ed_clean,YES,NO,reported,ad,ed,percentage,passed
54051,1047,461,99.00%,54,51,69.42970822281167,TRUE
54052,649,348,99.00%,54,52,65.09528585757272,TRUE
54053,734,404,99.00%,54,53,64.49912126537785,TRUE
54054,827,479,99.00%,54,54,63.32312404287902,TRUE
54055,570,453,99.00%,54,55,55.718475073313776,TRUE
54056,872,479,99.00%,54,56,64.54478164322724,TRUE
54057,841,493,99.00%,54,57,63.04347826086957,TRUE
54058,90,30,99.00%,54,58,75,TRUE
54059,0,0,99.00%,54,59,NA,FALSE
54060,109,50,99.00%,54,60,68.55345911949685,TRUE
54061,324,127,99.00%,54,61,71.84035476718404,TRUE
54062,143,55,99.00%,54,62,72.22222222222221,TRUE
54063,56,21,99.00%,54,63,72.72727272727273,TRUE
54064,120,39,99.00%,54,64,75.47169811320755,TRUE
54065,0,0,99.00%,54,65,NA,FALSE
55001,1130,641,99.00%,55,1,63.80575945793338,TRUE
55002,776,420,99.00%,55,2,64.88294314381271,TRUE
55003,699,330,99.00%,55,3,67.93002915451895,TRUE
55004,68,18,99.00%,55,4,79.06976744186046,TRUE
55005,826,554,99.00%,55,5,59.85507246376811,TRUE
55006,639,403,99.00%,55,6,61.324376199616125,TRUE
55007,846,588,99.00%,55,7,58.995815899581594,TRUE
55008,852,500,99.00%,55,8,63.01775147928994,TRUE
55009,913,449,99.00%,55,9,67.03377386196769,TRUE
55010,891,505,99.00%,55,10,63.825214899713465,TRUE
55011,554,349,99.00%,55,11,61.35105204872646,TRUE
55012,824,519,99.00%,55,12,61.35517498138496,TRUE
55013,736,401,99.00%,55,13,64.73175021987687,TRUE
55014,681,412,99.00%,55,14,62.30558096980787,TRUE
55015,815,506,99.00%,55,15,61.69568508705526,TRUE
55016,828,339,99.00%,55,16,70.95115681233933,TRUE
55017,134,71,99.00%,55,17,65.3658536585366,TRUE
55018,46,11,99.00%,55,18,80.7017543859649,TRUE
55019,530,325,99.00%,55,19,61.98830409356725,TRUE
55020,457,222,99.00%,55,20,67.30486008836525,TRUE
55021,67,31,99.00%,55,21,68.36734693877551,TRUE
55022,173,40,99.00%,55,22,81.2206572769953,TRUE
55023,487,169,99.00%,55,23,74.23780487804879,TRUE
55024,586,161,99.00%,55,24,78.44712182061579,TRUE
55025,606,142,99.00%,55,25,81.01604278074866,TRUE
55026,527,136,99.00%,55,26,79.48717948717949,TRUE
55027,449,114,99.00%,55,27,79.75133214920072,TRUE
55028,443,105,99.00%,55,28,80.83941605839416,TRUE
55029,110,63,50.00%,55,29,63.58381502890174,TRUE
55030,629,232,99.00%,55,30,73.05458768873403,TRUE
55031,33,9,99.00%,55,31,78.57142857142857,TRUE
55032,390,89,99.00%,55,32,81.41962421711901,TRUE
55033,843,255,99.00%,55,33,76.775956284153,TRUE
55034,300,54,99.00%,55,34,84.7457627118644,TRUE
55035,327,69,99.00%,55,35,82.57575757575758,TRUE
55036,781,215,99.00%,55,36,78.4136546184739,TRUE
55037,107,27,99.00%,55,37,79.8507462686567,TRUE
55038,193,50,50.00%,55,38,79.42386831275721,TRUE
55039,125,83,50.00%,55,39,60.09615384615385,TRUE
55040,407,127,99.00%,55,40,76.21722846441948,TRUE
55041,435,142,99.00%,55,41,75.3899480069324,TRUE
55042,498,111,99.00%,55,42,81.77339901477832,TRUE
55043,335,134,99.00%,55,43,71.42857142857143,TRUE
55044,591,237,99.00%,55,44,71.37681159420289,TRUE
55045,748,335,99.00%,55,45,69.06740535549399,TRUE
55046,370,109,99.00%,55,46,77.24425887265136,TRUE
55047,717,263,99.00%,55,47,73.16326530612245,TRUE
55048,810,322,99.00%,55,48,71.5547703180212,TRUE
55049,846,223,99.00%,55,49,79.13938260056128,TRUE
55050,626,213,99.00%,55,50,74.61263408820024,TRUE
55051,1009,459,99.00%,55,51,68.73297002724796,TRUE
55052,781,392,99.00%,55,52,66.58141517476555,TRUE
55053,794,504,99.00%,55,53,61.17103235747303,TRUE
55054,153,83,99.00%,55,54,64.83050847457628,TRUE
55055,619,121,99.00%,55,55,83.64864864864865,TRUE
55056,793,343,99.00%,55,56,69.80633802816901,TRUE
55057,855,292,99.00%,55,57,74.54228421970357,TRUE
55058,3,0,99.00%,55,58,100,TRUE
55059,763,255,99.00%,55,59,74.950884086444,TRUE
55060,653,281,99.00%,55,60,69.91434689507494,TRUE
55061,488,304,99.00%,55,61,61.61616161616161,TRUE
55062,465,166,99.00%,55,62,73.69255150554676,TRUE
55063,987,385,99.00%,55,63,71.93877551020408,TRUE
55064,781,324,99.00%,55,64,70.67873303167421,TRUE
55065,0,0,99.00%,55,65,NA,FALSE
55066,20,9,99.00%,55,66,68.96551724137932,TRUE
56001,591,172,99.00%,56,1,77.45740498034075,TRUE
56002,470,171,99.00%,56,2,73.32293291731669,TRUE
56003,538,395,99.00%,56,3,57.663451232583064,TRUE
56004,762,356,99.00%,56,4,68.15742397137747,TRUE
56005,549,215,99.00%,56,5,71.8586387434555,TRUE
56006,514,214,99.00%,56,6,70.6043956043956,TRUE
56007,444,226,99.00%,56,7,66.26865671641791,TRUE
56008,859,512,99.00%,56,8,62.654996353026995,TRUE
56009,1056,685,99.00%,56,9,60.65479609419874,TRUE
56010,816,504,90.00%,56,10,61.81818181818181,TRUE
56011,1059,747,99.00%,56,11,58.63787375415283,TRUE
56012,1308,813,71.43%,56,12,61.669024045261665,TRUE
56013,943,624,71.43%,56,13,60.17868538608807,TRUE
56014,973,669,99.00%,56,14,59.257003654080386,TRUE
56015,523,200,71.43%,56,15,72.3374827109267,TRUE
56016,830,432,99.00%,56,16,65.76862123613311,TRUE
56017,923,488,99.00%,56,17,65.41459957476967,TRUE
56018,85,51,99.00%,56,18,62.5,TRUE
56019,938,453,90.00%,56,19,67.43350107836089,TRUE
56020,1136,698,90.00%,56,20,61.94111232279171,TRUE
56021,1015,583,85.71%,56,21,63.51689612015019,TRUE
56022,727,493,99.00%,56,22,59.59016393442623,TRUE
56023,798,560,99.00%,56,23,58.76288659793815,TRUE
56024,1255,730,99.00%,56,24,63.22418136020151,TRUE
56025,1255,705,99.00%,56,25,64.03061224489795,TRUE
56026,928,382,85.71%,56,26,70.83969465648855,TRUE
56027,1158,767,85.71%,56,27,60.15584415584415,TRUE
56028,1041,561,99.00%,56,28,64.9812734082397,TRUE
56029,1371,904,99.00%,56,29,60.26373626373627,TRUE
56030,994,629,99.00%,56,30,61.244608749229826,TRUE
56031,931,476,85.71%,56,31,66.16915422885572,TRUE
56032,1312,681,80.00%,56,32,65.83040642247867,TRUE
56033,1019,570,80.00%,56,33,64.12838263058528,TRUE
56034,666,308,99.00%,56,34,68.37782340862422,TRUE
56035,1010,599,99.00%,56,35,62.77190801740211,TRUE
56036,1058,664,99.00%,56,36,61.440185830429726,TRUE
56037,1252,831,80.00%,56,37,60.105616898703794,TRUE
56038,1174,640,90.00%,56,38,64.71885336273428,TRUE
56039,758,504,99.00%,56,39,60.063391442155314,TRUE
56040,913,545,99.00%,56,40,62.62002743484225,TRUE
56041,1234,647,99.00%,56,41,65.60340244550771,TRUE
56042,975,696,99.00%,56,42,58.34829443447038,TRUE
56043,1016,671,99.00%,56,43,60.22525192649674,TRUE
56044,1133,742,90.00%,56,44,60.42666666666666,TRUE
56045,992,564,90.00%,56,45,63.75321336760925,TRUE
56046,1120,644,90.00%,56,46,63.49206349206349,TRUE
56047,1298,771,99.00%,56,47,62.73562107298212,TRUE
56048,1345,854,99.00%,56,48,61.16416552978626,TRUE
56049,1288,769,99.00%,56,49,62.61545940690326,TRUE
56050,1429,916,99.00%,56,50,60.938166311300634,TRUE
56051,371,124,99.00%,56,51,74.94949494949495,TRUE
56052,427,243,99.00%,56,52,63.731343283582085,TRUE
56053,1151,718,88.89%,56,53,61.58373461744249,TRUE
56054,659,327,88.89%,56,54,66.83569979716025,TRUE
56055,803,372,99.00%,56,55,68.34042553191489,TRUE
56056,1376,874,99.00%,56,56,61.15555555555555,TRUE
56057,174,133,99.00%,56,57,56.67752442996743,TRUE
56058,1398,960,99.00%,56,58,59.28753180661578,TRUE
56059,734,474,88.89%,56,59,60.76158940397352,TRUE
56060,670,348,99.00%,56,60,65.81532416502947,TRUE
56061,557,413,99.00%,56,61,57.42268041237113,TRUE
56062,901,435,99.00%,56,62,67.44011976047905,TRUE
56063,1082,734,99.00%,56,63,59.58149779735683,TRUE
56064,811,360,99.00%,56,64,69.25704526046115,TRUE
56065,401,223,99.00%,56,65,64.26282051282051,TRUE
56066,352,168,99.00%,56,66,67.6923076923077,TRUE
56067,393,131,99.00%,56,67,75,TRUE
56068,392,225,99.00%,56,68,63.533225283630465,TRUE
56069,1109,649,90.00%,56,69,63.08304891922639,TRUE
56070,178,94,99.00%,56,70,65.44117647058823,TRUE
57001,504,188,99.00%,57,1,72.83236994219652,TRUE
57002,535,220,99.00%,57,2,70.86092715231787,TRUE
57003,618,180,99.00%,57,3,77.44360902255639,TRUE
57004,619,198,99.00%,57,4,75.76499388004896,TRUE
57005,282,126,99.00%,57,5,69.11764705882352,TRUE
57006,432,118,99.00%,57,6,78.54545454545455,TRUE
57007,410,156,99.00%,57,7,72.43816254416961,TRUE
57008,1512,732,99.00%,57,8,67.37967914438502,TRUE
57009,1113,604,99.00%,57,9,64.82236458940011,TRUE
57010,1764,970,99.00%,57,10,64.52084857351865,TRUE
57011,1583,850,99.00%,57,11,65.06370735717222,TRUE
57012,297,200,99.00%,57,12,59.758551307847085,TRUE
57013,507,475,99.00%,57,13,51.62932790224033,TRUE
57014,502,287,99.00%,57,14,63.624841571609636,TRUE
57015,1243,632,99.00%,57,15,66.29333333333334,TRUE
57016,1460,713,99.00%,57,16,67.18821905200184,TRUE
57017,1829,695,99.00%,57,17,72.46434231378764,TRUE
57018,700,367,99.00%,57,18,65.60449859418932,TRUE
57019,1233,593,99.00%,57,19,67.52464403066813,TRUE
57020,1399,711,99.00%,57,20,66.30331753554502,TRUE
57021,1390,605,99.00%,57,21,69.67418546365914,TRUE
57022,1591,839,99.00%,57,22,65.47325102880659,TRUE
57023,1538,916,99.00%,57,23,62.67318663406682,TRUE
57024,753,527,99.00%,57,24,58.828125,TRUE
57025,725,515,99.00%,57,25,58.46774193548387,TRUE
57026,987,511,88.89%,57,26,65.88785046728972,TRUE
57027,1656,740,99.00%,57,27,69.1151919866444,TRUE
57028,1506,654,88.89%,57,28,69.72222222222221,TRUE
57029,1283,742,99.00%,57,29,63.358024691358025,TRUE
57030,1498,944,99.00%,57,30,61.34316134316135,TRUE
57031,780,359,99.00%,57,31,68.4811237928007,TRUE
57032,1200,712,90.00%,57,32,62.76150627615063,TRUE
57033,1376,847,90.00%,57,33,61.8983355825461,TRUE
57034,1416,798,80.00%,57,34,63.956639566395665,TRUE
57035,1306,725,85.71%,57,35,64.30329886755293,TRUE
57036,1609,803,90.00%,57,36,66.708126036484245,TRUE
57037,1495,941,90.00%,57,37,61.37110016420362,TRUE
57038,1075,617,88.89%,57,38,63.53427895981088,TRUE
57039,1030,395,90.00%,57,39,72.28070175438597,TRUE
57040,845,492,88.89%,57,40,63.20119670905011,TRUE
57041,877,422,87.50%,57,41,67.51347190146267,TRUE
57042,838,385,87.50%,57,42,68.52003270645952,TRUE
57043,1867,882,99.00%,57,43,67.91560567479084,TRUE
57044,1386,791,99.00%,57,44,63.665594855305464,TRUE
57045,1166,628,99.00%,57,45,64.99442586399108,TRUE
57046,1415,688,90.00%,57,46,67.28483119353305,TRUE
57047,1703,785,90.00%,57,47,68.44855305466237,TRUE
57048,1703,861,88.89%,57,48,66.41965678627145,TRUE
57049,1813,913,90.00%,57,49,66.50770359501101,TRUE
57050,1538,747,90.00%,57,50,67.30853391684902,TRUE
57051,1917,927,90.00%,57,51,67.40506329113924,TRUE
57052,1358,635,88.89%,57,52,68.13848469643753,TRUE
57053,903,523,88.89%,57,53,63.323983169705464,TRUE
57054,1061,750,88.89%,57,54,58.58641634456102,TRUE
57055,1369,734,87.50%,57,55,65.09747979077508,TRUE
57056,1393,773,99.00%,57,56,64.31209602954755,TRUE
57057,1346,715,99.00%,57,57,65.30810286268802,TRUE
57058,1172,608,87.50%,57,58,65.84269662921348,TRUE
57059,1224,547,99.00%,57,59,69.11349520045172,TRUE
57060,1901,915,99.00%,57,60,67.50710227272727,TRUE
57061,1546,839,99.00%,57,61,64.82180293501048,TRUE
57062,1005,562,99.00%,57,62,64.13529036375239,TRUE
57063,1184,831,99.00%,57,63,58.759305210918114,TRUE
57064,278,162,33.33%,57,64,63.18181818181819,TRUE
57065,313,140,33.33%,57,65,69.09492273730685,TRUE
57066,407,234,33.33%,57,66,63.494539781591264,TRUE
57067,113,73,88.89%,57,67,60.752688172043015,TRUE
57068,573,337,88.89%,57,68,62.967032967032964,TRUE
57069,227,104,99.00%,57,69,68.58006042296071,TRUE
57070,482,304,33.33%,57,70,61.32315521628499,TRUE
57071,448,397,99.00%,57,71,53.01775147928994,TRUE
57072,436,295,99.00%,57,72,59.64432284541724,TRUE
57073,1626,789,99.00%,57,73,67.32919254658385,TRUE
57074,1128,535,99.00%,57,74,67.82922429344558,TRUE
57075,48,32,99.00%,57,75,60,TRUE
57076,25,12,99.00%,57,76,67.56756756756756,TRUE
57077,0,0,88.89%,57,77,NA,FALSE
57078,0,0,99.00%,57,78,NA,FALSE
57079,0,0,99.00%,57,79,NA,FALSE
57080,0,0,99.00%,57,80,NA,FALSE
57081,0,0,99.00%,57,81,NA,FALSE
58001,494,250,99.00%,58,1,66.39784946236558,TRUE
58002,530,221,99.00%,58,2,70.57256990679095,TRUE
58003,886,414,99.00%,58,3,68.15384615384616,TRUE
58004,580,145,99.00%,58,4,80,TRUE
58005,558,247,99.00%,58,5,69.3167701863354,TRUE
58006,544,230,99.00%,58,6,70.28423772609818,TRUE
58007,716,214,99.00%,58,7,76.98924731182795,TRUE
58008,757,272,99.00%,58,8,73.56656948493682,TRUE
58009,745,195,99.00%,58,9,79.25531914893617,TRUE
58010,640,224,99.00%,58,10,74.07407407407408,TRUE
58011,926,459,99.00%,58,11,66.85920577617328,TRUE
58012,543,330,99.00%,58,12,62.19931271477663,TRUE
58013,864,355,99.00%,58,13,70.87776866283839,TRUE
58014,705,234,99.00%,58,14,75.07987220447284,TRUE
58015,849,271,99.00%,58,15,75.80357142857143,TRUE
58016,662,227,99.00%,58,16,74.46569178852643,TRUE
58017,798,207,99.00%,58,17,79.40298507462687,TRUE
58018,791,314,99.00%,58,18,71.58371040723982,TRUE
58019,589,162,99.00%,58,19,78.42876165113182,TRUE
58020,480,139,99.00%,58,20,77.54442649434571,TRUE
58021,618,181,99.00%,58,21,77.34668335419273,TRUE
58022,217,56,99.00%,58,22,79.48717948717949,TRUE
58023,609,217,99.00%,58,23,73.72881355932203,TRUE
58024,19,14,99.00%,58,24,57.57575757575758,TRUE
58025,625,248,99.00%,58,25,71.5922107674685,TRUE
58026,674,200,99.00%,58,26,77.11670480549199,TRUE
58027,744,234,99.00%,58,27,76.07361963190185,TRUE
58028,904,370,99.00%,58,28,70.95761381475667,TRUE
58029,727,233,99.00%,58,29,75.72916666666667,TRUE
58030,501,170,99.00%,58,30,74.66467958271237,TRUE
58031,572,240,99.00%,58,31,70.44334975369459,TRUE
58032,770,273,99.00%,58,32,73.8255033557047,TRUE
58033,722,256,99.00%,58,33,73.8241308793456,TRUE
58034,843,314,99.00%,58,34,72.8608470181504,TRUE
58035,1005,378,99.00%,58,35,72.66811279826464,TRUE
58036,650,248,99.00%,58,36,72.38307349665925,TRUE
58037,863,364,99.00%,58,37,70.33414832925835,TRUE
58038,649,228,99.00%,58,38,74.00228050171037,TRUE
58039,690,280,99.00%,58,39,71.1340206185567,TRUE
58040,854,416,99.00%,58,40,67.24409448818898,TRUE
58041,754,351,99.00%,58,41,68.23529411764706,TRUE
58042,798,346,99.00%,58,42,69.75524475524476,TRUE
58043,646,281,99.00%,58,43,69.68716289104638,TRUE
58044,808,352,99.00%,58,44,69.6551724137931,TRUE
58045,631,290,99.00%,58,45,68.51248642779588,TRUE
58046,363,122,99.00%,58,46,74.84536082474227,TRUE
58047,86,28,99.00%,58,47,75.43859649122807,TRUE
58048,396,164,99.00%,58,48,70.71428571428572,TRUE
58049,573,203,99.00%,58,49,73.84020618556701,TRUE
58050,570,218,99.00%,58,50,72.33502538071066,TRUE
58051,653,219,99.00%,58,51,74.88532110091744,TRUE
58052,830,207,99.00%,58,52,80.03857280617164,TRUE
58053,1049,455,99.00%,58,53,69.74734042553192,TRUE
58054,255,83,99.00%,58,54,75.44378698224851,TRUE
58055,504,183,99.00%,58,55,73.36244541484717,TRUE
58056,546,229,99.00%,58,56,70.45161290322581,TRUE
58057,836,389,99.00%,58,57,68.24489795918367,TRUE
58058,934,417,99.00%,58,58,69.1339748334567,TRUE
58059,940,408,99.00%,58,59,69.73293768545994,TRUE
58060,992,384,90.00%,58,60,72.09302325581395,TRUE
58061,621,243,99.00%,58,61,71.875,TRUE
58062,809,274,90.00%,58,62,74.69990766389658,TRUE
58063,753,284,90.00%,58,63,72.61330761812921,TRUE
58064,392,142,99.00%,58,64,73.40823970037454,TRUE
58065,0,0,99.00%,58,65,NA,FALSE
58066,0,0,99.00%,58,66,NA,FALSE
58067,0,0,99.00%,58,67,NA,FALSE
59001,419,134,99.00%,59,1,75.76853526220614,TRUE
59002,620,245,99.00%,59,2,71.67630057803468,TRUE
59003,896,359,99.00%,59,3,71.39442231075698,TRUE
59004,956,398,99.00%,59,4,70.60561299852289,TRUE
59005,891,361,99.00%,59,5,71.1661341853035,TRUE
59006,878,287,99.00%,59,6,75.36480686695279,TRUE
59007,934,336,99.00%,59,7,73.54330708661418,TRUE
59008,806,253,88.89%,59,8,76.109537299339,TRUE
59009,907,312,88.89%,59,9,74.40525020508613,TRUE
59010,815,325,90.00%,59,10,71.49122807017544,TRUE
59011,769,269,90.00%,59,11,74.08477842003853,TRUE
59012,730,269,88.89%,59,12,73.07307307307308,TRUE
59013,742,249,88.89%,59,13,74.87386478304742,TRUE
59014,535,185,88.89%,59,14,74.30555555555556,TRUE
59015,416,187,99.00%,59,15,68.98839137645108,TRUE
59016,761,247,99.00%,59,16,75.49603174603175,TRUE
59017,1067,314,99.00%,59,17,77.26285300506879,TRUE
59018,865,294,99.00%,59,18,74.63330457290768,TRUE
59019,826,337,99.00%,59,19,71.02321582115219,TRUE
59020,695,210,99.00%,59,20,76.79558011049724,TRUE
59021,877,250,99.00%,59,21,77.81721384205856,TRUE
59022,694,213,99.00%,59,22,76.51598676957,TRUE
59023,383,138,88.89%,59,23,73.51247600767753,TRUE
59024,454,99,99.00%,59,24,82.09764918625679,TRUE
59025,354,114,99.00%,59,25,75.64102564102564,TRUE
59026,557,198,88.89%,59,26,73.77483443708608,TRUE
59027,896,299,88.89%,59,27,74.97907949790795,TRUE
59028,569,200,88.89%,59,28,73.99219765929779,TRUE
59029,630,313,90.91%,59,29,66.80805938494167,TRUE
59030,709,364,90.91%,59,30,66.07642124883503,TRUE
59031,258,120,90.91%,59,31,68.25396825396825,TRUE
59032,656,298,88.89%,59,32,68.76310272536688,TRUE
59033,678,515,91.67%,59,33,56.83151718357083,TRUE
59034,642,283,90.91%,59,34,69.4054054054054,TRUE
59035,307,156,99.00%,59,35,66.30669546436285,TRUE
59036,795,395,90.91%,59,36,66.80672268907563,TRUE
59037,836,509,88.89%,59,37,62.15613382899628,TRUE
59038,670,474,90.91%,59,38,58.56643356643356,TRUE
59039,816,431,90.91%,59,39,65.43704891740177,TRUE
59040,73,319,91.67%,59,40,18.622448979591837,FALSE
59041,703,454,88.89%,59,41,60.76058772687987,TRUE
59042,396,645,83.33%,59,42,38.04034582132565,FALSE
59043,715,730,88.89%,59,43,49.48096885813148,FALSE
59044,244,591,83.33%,59,44,29.221556886227546,FALSE
59045,745,813,91.67%,59,45,47.81771501925546,FALSE
59046,633,1257,91.67%,59,46,33.49206349206349,FALSE
59047,212,1043,91.67%,59,47,16.89243027888446,FALSE
59048,359,1508,91.67%,59,48,19.228709159078736,FALSE
59049,343,1472,91.67%,59,49,18.898071625344354,FALSE
59050,348,1441,91.67%,59,50,19.452207937395194,FALSE
59051,225,790,99.00%,59,51,22.167487684729064,FALSE
59052,521,1167,99.00%,59,52,30.864928909952603,FALSE
59053,372,1148,99.00%,59,53,24.47368421052632,FALSE
59054,343,1074,99.00%,59,54,24.2060691601976,FALSE
59055,635,1570,99.00%,59,55,28.798185941043087,FALSE
59056,606,1713,99.00%,59,56,26.13195342820181,FALSE
59057,670,1323,99.00%,59,57,33.617661816357256,FALSE
59058,279,422,99.00%,59,58,39.80028530670471,FALSE
59059,230,973,99.00%,59,59,19.11886949293433,FALSE
59060,264,791,99.00%,59,60,25.023696682464454,FALSE
59061,12,7,99.00%,59,61,63.1578947368421,TRUE
59062,3,3,99.00%,59,62,50,FALSE
59063,430,137,99.00%,59,63,75.83774250440916,TRUE
59064,16,5,99.00%,59,64,76.19047619047619,TRUE
59065,400,966,99.00%,59,65,29.282576866764277,FALSE
59066,265,934,99.00%,59,66,22.101751459549625,FALSE
59067,0,0,99.00%,59,67,NA,FALSE
59068,0,0,99.00%,59,68,NA,FALSE
59069,0,0,88.89%,59,69,NA,FALSE
59070,0,0,99.00%,59,70,NA,FALSE
60001,500,209,99.00%,60,1,70.52186177715092,TRUE
60002,592,183,99.00%,60,2,76.38709677419355,TRUE
60003,576,165,99.00%,60,3,77.7327935222672,TRUE
60004,835,228,99.00%,60,4,78.55126999059266,TRUE
60005,324,107,99.00%,60,5,75.1740139211137,TRUE
60006,875,333,99.00%,60,6,72.43377483443709,TRUE
60007,1045,516,99.00%,60,7,66.944266495836,TRUE
60008,664,327,99.00%,60,8,67.00302724520685,TRUE
60009,878,439,99.00%,60,9,66.66666666666666,TRUE
60010,727,334,99.00%,60,10,68.52026390197926,TRUE
60011,279,200,99.00%,60,11,58.24634655532359,TRUE
60012,468,152,99.00%,60,12,75.48387096774194,TRUE
60013,507,183,99.00%,60,13,73.47826086956522,TRUE
60014,865,518,99.00%,60,14,62.54519161243673,TRUE
60015,804,198,99.00%,60,15,80.23952095808383,TRUE
60016,777,385,99.00%,60,16,66.86746987951807,TRUE
60017,834,419,99.00%,60,17,66.56025538707104,TRUE
60018,704,317,99.00%,60,18,68.95200783545543,TRUE
60019,770,332,99.00%,60,19,69.87295825771325,TRUE
60020,320,131,99.00%,60,20,70.95343680709534,TRUE
60021,890,427,99.00%,60,21,67.57782839787396,TRUE
60022,593,212,99.00%,60,22,73.66459627329192,TRUE
60023,634,232,99.00%,60,23,73.21016166281755,TRUE
60024,408,116,99.00%,60,24,77.86259541984732,TRUE
60025,694,309,99.00%,60,25,69.19242273180458,TRUE
60026,675,240,99.00%,60,26,73.77049180327869,TRUE
60027,315,156,99.00%,60,27,66.87898089171973,TRUE
60028,875,395,99.00%,60,28,68.89763779527559,TRUE
60029,701,211,99.00%,60,29,76.8640350877193,TRUE
60030,769,311,99.00%,60,30,71.2037037037037,TRUE
60031,645,251,99.00%,60,31,71.98660714285714,TRUE
60032,454,194,99.00%,60,32,70.06172839506173,TRUE
60033,378,115,99.00%,60,33,76.67342799188641,TRUE
60034,503,137,99.00%,60,34,78.59375,TRUE
60035,690,299,99.00%,60,35,69.76744186046511,TRUE
60036,498,229,99.00%,60,36,68.50068775790922,TRUE
60037,639,260,99.00%,60,37,71.0789766407119,TRUE
60038,621,222,99.00%,60,38,73.66548042704626,TRUE
60039,731,299,99.00%,60,39,70.97087378640776,TRUE
60040,518,219,99.00%,60,40,70.28493894165535,TRUE
60041,433,122,99.00%,60,41,78.01801801801803,TRUE
60042,777,261,99.00%,60,42,74.85549132947978,TRUE
60043,697,227,99.00%,60,43,75.43290043290042,TRUE
60044,575,260,99.00%,60,44,68.8622754491018,TRUE
60045,502,185,99.00%,60,45,73.07132459970887,TRUE
60046,757,287,99.00%,60,46,72.5095785440613,TRUE
60047,120,57,99.00%,60,47,67.79661016949152,TRUE
60048,255,68,99.00%,60,48,78.94736842105263,TRUE
60049,347,138,99.00%,60,49,71.54639175257732,TRUE
60050,317,133,99.00%,60,50,70.44444444444444,TRUE
60051,712,333,99.00%,60,51,68.13397129186602,TRUE
60052,693,205,99.00%,60,52,77.17149220489978,TRUE
60053,668,230,99.00%,60,53,74.38752783964365,TRUE
60054,740,207,99.00%,60,54,78.14149947201689,TRUE
60055,680,234,99.00%,60,55,74.39824945295405,TRUE
60056,401,172,99.00%,60,56,69.9825479930192,TRUE
60057,526,181,99.00%,60,57,74.398868458274407,TRUE
60058,623,185,99.00%,60,58,77.10396039603961,TRUE
60059,198,59,99.00%,60,59,77.04280155642024,TRUE
60060,46,7,99.00%,60,60,86.79245283018868,TRUE
60061,2,1,99.00%,60,61,66.66666666666666,TRUE
60062,714,284,99.00%,60,62,71.5430861723447,TRUE
60063,152,59,99.00%,60,63,72.03791469194313,TRUE
60064,0,0,99.00%,60,64,NA,FALSE
61001,734,397,99.00%,61,1,64.89832007073386,TRUE
61002,800,454,99.00%,61,2,63.79585326953748,TRUE
61003,601,176,99.00%,61,3,77.34877734877735,TRUE
61004,784,244,99.00%,61,4,76.26459143968872,TRUE
61005,696,738,99.00%,61,5,48.53556485355649,FALSE
61006,561,156,99.00%,61,6,78.24267782426779,TRUE
61007,658,340,99.00%,61,7,65.93186372745491,TRUE
61008,903,560,99.00%,61,8,61.72248803827751,TRUE
61009,766,577,99.00%,61,9,57.03648548026806,TRUE
61010,711,504,99.00%,61,10,58.51851851851851,TRUE
61011,986,1024,99.00%,61,11,49.0547263681592,FALSE
61012,1033,856,99.00%,61,12,54.68501852832186,TRUE
61013,1073,567,99.00%,61,13,65.42682926829269,TRUE
61014,651,335,99.00%,61,14,66.02434077079108,TRUE
61015,753,423,99.00%,61,15,64.03061224489795,TRUE
61016,498,308,99.00%,61,16,61.78660049627791,TRUE
61017,493,1082,99.00%,61,17,31.301587301587304,FALSE
61018,553,313,99.00%,61,18,63.85681293302541,TRUE
61019,632,551,99.00%,61,19,53.42349957734574,TRUE
61020,655,531,99.00%,61,20,55.22765598650927,TRUE
61021,768,1308,99.00%,61,21,36.99421965317919,FALSE
61022,898,926,99.00%,61,22,49.23245614035088,FALSE
61023,791,391,99.00%,61,23,66.92047377326566,TRUE
61024,648,172,99.00%,61,24,79.02439024390245,TRUE
61025,570,513,99.00%,61,25,52.63157894736842,TRUE
61026,500,1270,99.00%,61,26,28.24858757062147,FALSE
61027,377,789,87.50%,61,27,32.3327615780446,FALSE
61028,596,638,87.50%,61,28,48.29821717990275,FALSE
61029,809,599,87.50%,61,29,57.45738636363637,TRUE
61030,905,459,99.00%,61,30,66.34897360703812,TRUE
61031,793,848,99.00%,61,31,48.32419256550883,FALSE
61032,671,799,99.00%,61,32,45.64625850340136,FALSE
61033,708,528,99.00%,61,33,57.28155339805825,TRUE
61034,677,461,99.00%,61,34,59.49033391915641,TRUE
61035,793,533,99.00%,61,35,59.80392156862745,TRUE
61036,970,491,99.00%,61,36,66.39288158795345,TRUE
61037,973,529,99.00%,61,37,64.78029294274302,TRUE
61038,842,766,99.00%,61,38,52.363184079601986,TRUE
61039,938,739,99.00%,61,39,55.93321407274896,TRUE
61040,590,1656,99.00%,61,40,26.268922528940337,FALSE
61041,663,1631,99.00%,61,41,28.90148212728858,FALSE
61042,523,1672,99.00%,61,42,23.826879271070613,FALSE
61043,645,1399,99.00%,61,43,31.55577299412916,FALSE
61044,485,1180,99.00%,61,44,29.129129129129126,FALSE
61045,431,542,87.50%,61,45,44.29599177800617,FALSE
61046,348,825,99.00%,61,46,29.66751918158568,FALSE
61047,127,82,99.00%,61,47,60.76555023923444,TRUE
61048,328,323,99.00%,61,48,50.38402457757296,TRUE
61049,0,0,99.00%,61,49,NA,FALSE
61050,0,0,99.00%,61,50,NA,FALSE
