boro,reported,candidate,party,votes,scrape_time
Kings,96.12%,Chi Ajani Osse,(Democratic),40588,2025-11-06_10:54:24.533001
Kings,96.12%,WRITE-IN,,249,2025-11-06_10:54:24.533001
Total,,Chi Ajani Osse,(Democratic),40588,2025-11-06_10:54:24.533001
Total,,WRITE-IN,,249,2025-11-06_10:54:24.533001
