AD_num,reported,candidate,party,votes,scrape_time
AD   43,99.00%,Chi Ajani Osse,(Democratic),4461,2025-11-06_10:54:24.533001
AD   43,99.00%,WRITE-IN,,24,2025-11-06_10:54:24.533001
AD   55,99.00%,Chi Ajani Osse,(Democratic),652,2025-11-06_10:54:24.533001
AD   55,99.00%,WRITE-IN,,6,2025-11-06_10:54:24.533001
AD   56,94.68%,Chi Ajani Osse,(Democratic),27786,2025-11-06_10:54:24.533001
AD   56,94.68%,WRITE-IN,,176,2025-11-06_10:54:24.533001
AD   57,93.33%,Chi Ajani Osse,(Democratic),7689,2025-11-06_10:54:24.533001
AD   57,93.33%,WRITE-IN,,43,2025-11-06_10:54:24.533001
Total,,Chi Ajani Osse,(Democratic),40588,2025-11-06_10:54:24.533001
Total,,WRITE-IN,,249,2025-11-06_10:54:24.533001
