ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED   53,99.00%,Susan Zhuang,(Democratic),130,AD 45,2025-11-06_10:54:28.853761
ED   53,99.00%,Susan Zhuang,(Conservative),39,AD 45,2025-11-06_10:54:28.853761
ED   53,99.00%,WRITE-IN,&nbsp,1,AD 45,2025-11-06_10:54:28.853761
ED   54,99.00%,Susan Zhuang,(Democratic),29,AD 45,2025-11-06_10:54:28.853761
ED   54,99.00%,Susan Zhuang,(Conservative),11,AD 45,2025-11-06_10:54:28.853761
ED   54,99.00%,WRITE-IN,&nbsp,2,AD 45,2025-11-06_10:54:28.853761
Total,,Susan Zhuang,(Democratic),159,AD 45,2025-11-06_10:54:28.853761
Total,,Susan Zhuang,(Conservative),50,AD 45,2025-11-06_10:54:28.853761
Total,,WRITE-IN,&nbsp,3,AD 45,2025-11-06_10:54:28.853761
ED   14,87.50%,Susan Zhuang,(Democratic),271,AD 47,2025-11-06_10:54:28.853761
ED   14,87.50%,Susan Zhuang,(Conservative),100,AD 47,2025-11-06_10:54:28.853761
ED   14,87.50%,WRITE-IN,&nbsp,7,AD 47,2025-11-06_10:54:28.853761
ED   17,99.00%,Susan Zhuang,(Democratic),33,AD 47,2025-11-06_10:54:28.853761
ED   17,99.00%,Susan Zhuang,(Conservative),10,AD 47,2025-11-06_10:54:28.853761
ED   17,99.00%,WRITE-IN,&nbsp,1,AD 47,2025-11-06_10:54:28.853761
ED   20,99.00%,Susan Zhuang,(Democratic),297,AD 47,2025-11-06_10:54:28.853761
ED   20,99.00%,Susan Zhuang,(Conservative),88,AD 47,2025-11-06_10:54:28.853761
ED   20,99.00%,WRITE-IN,&nbsp,14,AD 47,2025-11-06_10:54:28.853761
ED   23,99.00%,Susan Zhuang,(Democratic),329,AD 47,2025-11-06_10:54:28.853761
ED   23,99.00%,Susan Zhuang,(Conservative),84,AD 47,2025-11-06_10:54:28.853761
ED   23,99.00%,WRITE-IN,&nbsp,2,AD 47,2025-11-06_10:54:28.853761
ED   25,99.00%,Susan Zhuang,(Democratic),244,AD 47,2025-11-06_10:54:28.853761
ED   25,99.00%,Susan Zhuang,(Conservative),72,AD 47,2025-11-06_10:54:28.853761
ED   25,99.00%,WRITE-IN,&nbsp,6,AD 47,2025-11-06_10:54:28.853761
ED   26,85.71%,Susan Zhuang,(Democratic),273,AD 47,2025-11-06_10:54:28.853761
ED   26,85.71%,Susan Zhuang,(Conservative),87,AD 47,2025-11-06_10:54:28.853761
ED   26,85.71%,WRITE-IN,&nbsp,4,AD 47,2025-11-06_10:54:28.853761
ED   27,85.71%,Susan Zhuang,(Democratic),248,AD 47,2025-11-06_10:54:28.853761
ED   27,85.71%,Susan Zhuang,(Conservative),119,AD 47,2025-11-06_10:54:28.853761
ED   27,85.71%,WRITE-IN,&nbsp,7,AD 47,2025-11-06_10:54:28.853761
ED   28,85.71%,Susan Zhuang,(Democratic),110,AD 47,2025-11-06_10:54:28.853761
ED   28,85.71%,Susan Zhuang,(Conservative),30,AD 47,2025-11-06_10:54:28.853761
